,user_id,decision_rank,decision,cf_decision,left_1,left_2,left_3,right_1,right_2,right_3
632,15,34,1,1,69,5,0,42,4,0
633,15,36,1,0,38,3,0,30,5,1
634,15,37,1,1,62,5,0,61,3,2
635,15,38,0,2,46,4,2,45,3,0
636,15,39,0,0,32,1,2,69,1,0
637,15,40,0,0,26,3,0,63,3,0
638,15,41,1,2,57,3,1,31,4,2
639,15,42,1,2,61,3,1,58,2,1
640,15,43,0,1,49,5,0,62,1,0
641,16,0,0,1,54,2,0,64,4,2
642,16,1,0,1,45,2,0,39,4,1
643,16,3,1,0,58,4,0,67,1,0
644,16,4,0,0,27,4,0,56,4,1
645,16,5,0,0,65,4,2,70,3,2
646,16,6,1,0,37,5,2,31,4,2
647,16,7,1,0,46,4,1,46,3,0
648,16,8,1,0,35,3,1,35,2,0
649,16,9,0,1,33,3,0,31,3,2
650,16,10,0,0,28,3,1,61,3,2
651,16,11,0,0,30,3,2,37,3,2
652,16,12,0,1,56,1,0,64,2,2
653,16,13,0,0,47,1,2,62,5,0
654,16,14,1,0,31,2,2,30,1,2
655,16,15,1,1,57,2,1,63,1,2
656,16,16,0,0,41,1,2,49,5,0
657,16,17,1,1,55,5,0,25,3,2
658,16,18,1,1,45,5,0,29,5,2
659,16,19,1,0,27,5,0,53,1,1
660,16,20,0,1,46,3,0,51,4,2
661,16,21,0,1,50,2,0,68,2,2
662,16,23,1,1,40,3,1,30,4,1
663,16,24,1,1,56,3,0,33,3,1
664,16,25,0,1,46,1,1,27,5,1
665,16,26,0,0,45,1,1,61,1,0
666,16,27,0,1,48,1,1,40,4,1
667,16,28,1,1,54,1,2,33,2,1
668,16,29,0,0,37,1,1,37,5,0
669,16,31,1,0,58,3,1,63,1,2
670,16,32,0,1,63,1,1,25,5,1
671,16,33,1,1,68,4,0,28,3,0
672,16,34,0,0,45,5,0,61,5,0
673,16,35,0,0,39,2,2,58,1,2
674,16,36,1,1,64,3,1,47,4,2
675,16,37,1,0,51,4,0,70,4,1
676,16,38,1,0,47,4,2,51,1,2
677,16,39,1,0,65,3,2,27,3,1
678,16,40,1,2,38,4,2,32,4,2
679,16,41,1,0,55,5,2,58,2,2
680,16,42,0,1,62,1,0,33,4,1
681,17,0,1,0,38,3,1,54,5,0
682,17,1,1,1,49,4,1,25,4,2
683,17,2,1,2,26,5,0,58,2,0
684,17,3,1,1,53,1,0,28,4,2
685,17,5,1,1,63,5,0,48,3,1
686,17,6,0,1,64,1,1,32,3,1
687,17,7,1,1,44,5,0,26,2,2
688,17,8,1,0,29,3,0,53,2,1
689,17,9,1,0,26,4,0,62,2,1
690,17,10,1,2,44,1,2,52,2,2
691,17,11,0,2,33,5,1,38,1,0
692,17,12,1,1,27,2,0,30,2,1
693,17,14,0,2,66,1,1,67,3,0
694,17,15,1,2,57,1,2,52,1,2
695,17,16,1,2,42,4,0,42,3,2
696,17,17,0,2,64,2,2,60,4,0
697,17,18,1,1,55,4,0,44,3,2
698,17,19,0,0,70,4,2,51,2,0
699,17,20,1,1,60,5,1,35,4,2
700,17,21,0,2,37,1,0,32,5,0
701,17,22,1,0,29,4,1,69,5,1
702,17,24,0,2,62,1,0,62,2,0
703,17,25,0,1,63,3,2,43,3,2
704,17,26,0,0,32,3,1,62,4,0
705,17,27,1,2,33,4,0,54,2,1
706,17,28,0,1,66,1,1,25,3,2
707,17,29,1,0,30,1,2,48,2,1
708,17,30,1,0,26,4,2,70,2,2
709,17,31,1,1,41,4,0,56,4,1
710,17,32,1,0,37,5,0,63,4,0
711,17,33,0,1,57,2,1,47,2,2
712,17,34,0,0,25,4,1,32,1,0
713,17,35,1,2,34,4,2,41,4,2
714,17,36,0,0,58,4,1,57,4,0
715,17,37,1,1,53,2,1,43,4,2
716,17,38,0,2,69,3,2,57,3,2
717,17,39,0,0,50,5,2,32,2,1
718,17,40,1,1,41,2,0,31,1,2
719,17,41,1,2,42,5,0,69,2,2
720,17,43,1,1,68,3,1,56,3,2
721,18,0,1,0,59,1,2,34,1,1
722,18,1,0,0,38,3,1,64,5,2
723,18,3,1,1,45,5,1,37,3,1
724,18,4,1,1,58,3,0,49,4,1
725,18,5,1,1,34,1,1,28,2,2
726,18,6,1,1,42,1,0,32,1,1
727,18,7,0,0,44,3,1,52,5,2
728,18,8,0,1,45,1,0,60,2,2
729,18,9,0,0,28,1,1,67,4,2
730,18,10,1,1,63,5,2,33,1,1
731,18,11,1,2,68,4,0,36,4,0
732,18,12,0,0,62,1,1,64,2,1
733,18,13,1,2,43,4,0,25,2,0
734,18,14,1,1,25,4,0,25,3,2
735,18,15,0,0,51,3,2,57,5,2
736,18,17,0,0,70,3,2,65,3,0
737,18,18,0,1,36,4,2,55,2,2
738,18,19,0,0,51,3,1,49,2,0
739,18,20,0,0,49,4,2,62,2,0
740,18,21,1,1,52,4,0,58,4,1
741,18,22,0,0,25,2,2,31,4,1
742,18,23,0,1,67,2,0,53,5,2
743,18,24,1,1,67,1,0,50,3,2
744,18,25,1,1,55,2,0,50,1,2
745,18,26,1,1,65,1,0,35,2,2
746,18,27,0,0,32,1,1,69,5,1
747,18,29,0,0,55,1,1,30,5,1
748,18,30,1,1,68,3,1,38,2,2
749,18,31,1,0,69,2,2,32,4,1
750,18,32,0,0,43,2,2,32,4,1
751,18,33,1,1,68,4,1,40,2,2
752,18,34,1,0,64,2,2,28,3,0
753,18,35,0,2,29,4,2,53,4,2
754,18,36,0,2,43,1,0,52,1,0
755,18,37,0,1,43,2,0,45,4,2
756,18,38,0,2,29,5,0,43,5,0
757,18,39,0,1,28,4,0,70,2,2
758,18,41,1,1,63,5,0,38,4,2
759,18,42,0,0,66,2,2,67,3,0
760,18,43,0,0,38,1,2,30,3,0
761,19,0,0,0,29,3,1,66,3,0
762,19,1,0,0,37,3,2,28,5,0
763,19,2,0,0,41,1,2,65,4,2
764,19,3,0,0,67,3,2,68,4,1
765,19,4,0,0,28,2,0,55,4,2
766,19,5,0,0,36,1,2,46,5,2
767,19,7,0,1,26,5,0,67,1,2
768,19,8,1,1,50,1,0,47,1,0
769,19,9,0,0,61,2,2,38,5,2
770,19,10,1,0,69,2,1,54,5,2
771,19,11,1,1,70,1,0,67,1,2
772,19,12,1,1,47,3,0,51,2,2
773,19,13,1,2,66,2,1,63,1,1
774,19,14,1,1,63,2,0,60,4,2
775,19,15,0,0,32,4,1,27,3,0
776,19,16,0,1,26,5,1,50,2,0
777,19,17,1,1,47,1,0,37,4,1
778,19,18,1,0,25,2,0,25,4,1
779,19,20,0,0,26,3,0,65,5,2
780,19,21,0,1,44,5,1,61,2,2
781,19,22,1,1,54,5,0,45,1,2
782,19,23,1,1,27,5,0,59,3,2
783,19,24,1,1,27,3,0,37,2,0
784,19,26,0,1,33,5,1,65,1,0
785,19,27,1,1,56,1,0,36,2,2
786,19,28,1,1,46,4,0,70,1,2
787,19,29,0,0,46,5,2,37,4,1
788,19,30,1,1,41,5,1,67,5,2
789,19,31,0,0,62,5,2,65,5,1
790,19,32,1,1,25,5,0,37,2,0
791,19,33,0,1,35,4,0,54,4,1
792,19,34,0,1,50,3,1,64,2,1
793,19,35,1,1,32,5,0,28,2,1
794,19,36,0,0,39,3,1,30,4,1
795,19,37,1,1,45,5,1,39,1,2
796,19,38,0,0,27,2,2,31,4,0
797,19,39,1,1,58,1,1,67,2,2
798,19,40,1,1,53,5,1,58,4,2
799,19,42,0,0,55,1,1,56,3,1
800,19,43,0,0,55,1,0,47,4,2
801,20,0,0,1,29,1,0,62,4,2
802,20,1,1,1,47,2,1,49,1,2
803,20,2,1,1,32,2,1,31,1,1
804,20,3,0,1,57,1,1,66,2,2
805,20,4,1,0,53,4,1,39,1,0
806,20,5,1,1,44,5,0,66,4,2
807,20,6,1,0,69,4,2,67,2,1
808,20,7,0,0,32,1,1,28,5,0
809,20,8,0,0,44,2,1,44,4,1
810,20,10,1,1,68,2,2,27,1,2
811,20,11,0,0,52,1,2,66,3,0
812,20,12,1,1,29,4,1,41,2,2
813,20,13,0,1,66,1,1,69,4,2
814,20,14,0,0,33,1,1,67,5,1
815,20,15,1,1,53,2,0,62,5,1
816,20,16,1,2,30,5,1,70,1,1
817,20,17,0,1,32,2,0,50,5,1
818,20,18,1,1,39,1,0,64,2,1
819,20,19,1,1,36,5,2,64,2,2
820,20,21,0,0,41,1,1,34,2,0
821,20,22,1,1,67,5,0,28,1,2
822,20,23,1,1,25,5,1,26,3,1
823,20,24,0,0,47,2,2,44,2,0
824,20,25,0,0,57,1,2,68,5,2
825,20,26,0,0,58,1,2,62,3,1
826,20,27,1,1,42,3,0,70,3,1
827,20,28,0,0,26,1,2,28,4,0
828,20,29,1,0,45,3,2,50,1,1
829,20,30,0,0,46,2,2,45,4,0
830,20,31,0,1,47,1,0,51,2,1
831,20,33,0,0,58,2,1,46,5,1
832,20,34,0,0,38,2,1,41,4,0
833,20,36,1,1,27,1,0,28,1,1
834,20,37,1,1,35,3,1,29,3,2
835,20,38,1,1,43,3,0,68,2,1
836,20,39,0,1,61,1,1,58,3,2
837,20,40,1,1,61,2,0,42,1,1
838,20,41,0,0,45,3,1,56,4,1
839,20,42,0,1,45,1,1,61,4,2
840,20,43,0,1,52,2,1,66,5,2
841,21,0,1,1,48,4,0,67,1,0
842,21,1,1,1,52,4,1,33,4,1
843,21,2,0,0,54,5,1,70,5,0
844,21,3,1,1,49,2,2,43,1,2
845,21,5,1,0,54,2,0,54,1,2
846,21,6,1,0,32,4,0,56,1,1
847,21,7,0,1,28,4,2,57,4,1
848,21,8,0,1,40,2,2,25,5,1
849,21,9,0,0,36,2,2,51,4,0
850,21,10,1,1,50,5,2,63,1,1
851,21,11,0,0,34,1,1,30,4,1
852,21,12,0,0,38,2,0,41,3,0
853,21,13,0,0,35,1,2,36,3,2
854,21,14,1,1,53,2,2,41,1,2
855,21,15,1,0,34,4,1,33,4,2
856,21,16,0,0,32,1,1,55,5,1
857,21,17,0,0,26,2,2,29,3,2
858,21,18,0,0,35,3,1,64,3,1
859,21,20,1,1,52,5,2,28,3,1
860,21,21,1,1,63,3,0,62,1,0
861,21,22,1,0,41,3,0,68,4,2
862,21,23,1,0,58,4,0,56,5,1
863,21,24,0,0,54,2,1,39,4,1
864,21,25,0,0,29,3,1,58,5,2
865,21,26,0,0,37,4,2,69,5,1
866,21,27,1,1,59,2,1,31,1,1
867,21,28,1,1,40,2,0,43,2,2
868,21,29,0,0,49,3,1,34,5,1
869,21,30,0,0,39,5,2,56,4,2
870,21,31,1,1,53,4,1,51,2,1
871,21,33,1,0,52,2,0,26,5,1
872,21,34,1,1,30,5,2,45,1,0
873,21,35,0,1,66,4,2,62,4,1
874,21,37,1,1,64,3,0,65,2,0
875,21,38,1,0,56,3,1,54,2,2
876,21,39,0,0,26,5,2,61,3,0
877,21,40,1,1,52,4,0,29,4,2
878,21,41,1,1,26,4,0,50,2,1
879,21,42,0,0,28,3,0,70,2,2
880,21,43,0,0,40,4,0,69,5,0
881,22,0,1,2,43,3,1,30,4,1
882,22,1,1,2,60,2,2,45,4,2
883,22,2,0,0,52,1,1,47,1,0
884,22,3,1,1,50,4,1,31,5,2
885,22,4,1,1,51,5,0,44,1,2
886,22,5,0,0,37,1,2,41,5,1
887,22,6,0,0,35,2,2,30,5,2
888,22,7,0,1,35,3,1,62,5,2
889,22,8,1,1,58,2,1,46,2,1
890,22,10,1,2,58,4,0,26,5,0
891,22,11,1,1,32,4,1,29,1,2
892,22,12,1,2,70,3,0,70,3,0
893,22,13,1,1,32,4,1,29,2,1
894,22,14,1,1,32,5,0,43,4,1
895,22,16,0,0,51,1,2,66,4,2
896,22,17,1,1,68,4,2,44,1,1
897,22,18,1,0,61,3,1,39,4,0
898,22,19,0,0,39,1,0,42,5,0
899,22,20,0,1,27,2,0,69,1,2
900,22,21,0,1,37,4,0,65,5,1
901,22,22,0,0,47,4,1,29,5,0
902,22,24,0,0,42,3,0,64,2,0
903,22,25,1,1,34,5,0,53,4,1
904,22,26,0,0,43,2,2,66,3,0
905,22,27,0,0,32,1,2,30,5,0
906,22,28,0,0,57,3,2,64,5,0
907,22,29,1,1,62,5,0,45,1,0
908,22,30,0,0,46,2,1,58,2,1
909,22,31,0,0,61,5,1,60,5,0
910,22,32,0,0,27,2,2,63,1,0
911,22,33,0,1,45,5,2,40,2,0
912,22,34,0,0,63,2,1,68,5,1
913,22,35,0,0,33,4,1,64,3,0
914,22,36,1,1,70,5,0,27,4,1
915,22,37,1,1,36,5,1,41,2,2
916,22,38,0,0,29,1,2,52,3,1
917,22,39,1,0,43,2,2,38,3,2
918,22,40,1,1,62,2,1,48,2,2
919,22,41,1,1,39,1,0,53,3,2
920,22,42,0,0,44,3,2,45,2,1
921,22,43,1,0,53,1,0,31,5,2
922,23,0,1,1,58,1,1,45,2,2
923,23,1,1,1,51,5,1,40,4,1
924,23,2,1,1,27,5,0,48,5,1
925,23,3,1,1,62,3,1,30,2,2
926,23,5,1,1,45,5,1,26,3,2
927,23,6,1,1,48,5,1,25,2,2
928,23,7,1,1,58,4,0,31,1,2
929,23,8,0,0,57,3,1,50,2,0
930,23,9,0,0,28,3,2,48,3,0
931,23,10,1,0,65,2,1,70,5,2
932,23,11,1,1,68,4,2,33,3,1
933,23,12,1,1,45,4,2,36,3,2
934,23,13,0,0,42,2,1,67,2,0
935,23,14,1,1,60,5,0,44,4,1
936,23,16,0,1,60,5,2,34,5,0
937,23,17,0,1,36,4,0,59,1,0
938,23,18,0,1,38,2,0,69,2,0
939,23,19,1,1,48,4,0,36,3,2
940,23,20,0,0,33,3,1,56,5,0
941,23,21,1,1,28,4,0,39,2,0
942,23,22,0,1,63,5,2,49,5,1
943,23,23,0,0,33,2,0,37,5,0
944,23,24,0,0,47,2,2,32,3,0
945,23,25,1,2,41,4,2,32,3,2
946,23,26,0,0,35,2,2,32,1,1
947,23,28,1,1,63,1,1,52,2,1
948,23,29,0,0,34,2,2,64,1,2
949,23,30,1,1,55,3,0,51,3,1
950,23,31,1,2,30,3,0,30,1,0
951,23,32,0,0,35,3,1,60,3,2
952,23,33,1,1,66,1,0,32,4,2
953,23,34,1,1,39,4,1,29,2,1
954,23,35,1,2,35,1,0,62,2,1
955,23,36,1,1,67,1,0,55,2,2
956,23,37,1,1,48,4,0,52,5,2
957,23,38,0,2,64,1,0,69,1,0
958,23,39,0,0,46,2,1,40,1,0
959,23,40,1,0,69,3,0,57,4,0
960,23,41,0,2,62,3,0,61,5,0
961,23,43,0,2,53,1,2,53,3,1
962,24,0,0,0,30,1,2,65,3,2
963,24,1,0,1,52,5,2,34,4,0
964,24,2,1,0,53,2,0,61,2,2
965,24,3,0,0,57,3,1,54,4,0
966,24,4,0,1,54,1,1,34,5,1
967,24,5,1,0,40,5,2,56,2,0
968,24,7,1,0,62,5,2,70,3,2
969,24,8,0,1,53,3,1,27,3,0
970,24,9,1,0,29,4,0,47,5,1
971,24,10,1,0,36,5,1,44,3,2
972,24,11,1,0,25,4,0,65,2,1
973,24,12,0,1,58,3,2,35,5,2
974,24,13,0,0,62,4,1,68,4,0
975,24,14,0,0,66,3,2,58,3,0
976,24,15,1,0,29,5,2,69,3,2
977,24,16,1,1,41,4,0,28,5,2
978,24,17,0,1,66,1,2,45,4,1
979,24,18,1,1,55,5,0,39,4,2
980,24,19,0,0,42,2,2,62,4,0
981,24,20,1,0,34,5,0,44,2,2
982,24,21,1,1,64,1,0,68,3,1
983,24,23,0,1,66,4,1,42,5,1
984,24,24,0,0,31,1,1,57,2,2
985,24,25,1,0,34,5,0,54,2,1
986,24,26,0,0,31,3,1,46,2,0
987,24,27,0,0,40,5,2,45,4,0
988,24,29,1,1,62,5,0,54,1,2
989,24,30,0,0,63,3,1,66,4,2
990,24,31,1,1,48,5,2,41,1,2
991,24,32,1,1,33,4,2,26,2,2
992,24,33,1,1,69,5,1,61,2,1
993,24,34,1,0,30,5,2,66,1,1
994,24,35,1,1,62,3,0,52,4,1
995,24,36,0,1,56,4,2,47,4,0
996,24,37,1,0,63,3,0,69,3,2
997,24,38,1,0,25,5,0,70,3,1
998,24,39,1,0,50,4,1,56,3,2
999,24,40,0,0,32,1,2,61,5,0
1000,24,41,0,1,54,3,2,28,5,2
1001,24,43,1,1,59,5,0,54,1,2
1002,25,0,0,2,29,5,2,44,3,2
1003,25,1,0,0,56,2,1,68,4,2
1004,25,2,1,2,39,2,0,57,1,1
1005,25,3,1,0,33,1,0,66,3,1
1006,25,4,1,2,60,1,2,56,1,2
1007,25,5,1,2,58,4,2,39,2,1
1008,25,7,0,2,49,4,1,39,4,0
1009,25,8,0,2,34,3,1,63,1,0
1010,25,9,1,2,51,2,0,51,3,2
1011,25,10,0,0,40,2,1,53,4,2
1012,25,11,1,2,57,3,0,66,3,2
1013,25,12,0,0,33,2,2,48,5,1
1014,25,13,1,1,47,3,2,36,1,1
1015,25,14,0,2,39,4,1,43,4,1
1016,25,15,0,0,44,2,1,59,5,2
1017,25,16,0,1,46,3,1,35,2,2
1018,25,17,1,1,64,5,1,41,1,1
1019,25,18,0,1,65,5,2,35,3,0
1020,25,19,0,0,40,2,0,65,2,0
1021,25,20,0,2,52,4,2,54,2,0
1022,25,21,0,0,25,4,2,70,5,1
1023,25,23,1,0,29,2,0,59,5,1
1024,25,24,1,2,51,1,0,68,2,1
1025,25,25,1,1,70,1,0,59,1,1
1026,25,26,1,2,52,3,2,54,1,2
1027,25,27,0,2,48,1,2,31,1,0
1028,25,28,0,0,25,3,1,66,4,2
1029,25,29,0,1,61,5,0,44,2,0
1030,25,30,0,2,51,3,1,34,2,0
1031,25,31,0,2,34,4,1,54,2,1
1032,25,32,0,2,65,1,2,52,5,2
1033,25,34,1,0,31,2,2,38,5,1
1034,25,35,0,2,38,4,2,30,3,0
1035,25,36,0,2,41,1,1,35,2,1
1036,25,37,0,2,26,4,1,38,4,2
1037,25,38,0,1,61,4,1,49,5,2
1038,25,39,1,2,57,4,1,56,3,1
1039,25,40,0,0,30,3,2,69,4,2
1040,25,41,0,2,57,3,1,37,4,0
1041,25,43,0,2,35,1,1,42,5,0
1042,26,0,0,0,68,3,2,30,3,0
1043,26,1,1,1,48,4,0,63,1,2
1044,26,3,1,1,34,3,0,50,2,1
1045,26,4,1,0,56,5,2,36,2,1
1046,26,5,0,0,47,4,1,34,4,0
1047,26,6,1,0,51,4,0,54,2,0
1048,26,7,1,1,34,2,0,39,1,1
1049,26,8,0,1,29,5,2,62,2,0
1050,26,9,1,0,60,4,0,34,4,0
1051,26,10,1,1,55,5,1,47,1,2
1052,26,11,1,1,56,2,1,42,3,2
1053,26,12,0,1,33,5,0,53,3,0
1054,26,13,0,1,26,4,1,54,1,0
1055,26,15,1,1,64,2,1,52,3,2
1056,26,16,0,1,37,5,1,66,3,1
1057,26,17,0,1,39,1,2,42,3,2
1058,26,18,1,1,64,1,0,53,4,1
1059,26,19,1,1,28,2,0,27,3,2
1060,26,20,0,1,58,1,1,70,2,2
1061,26,21,0,0,68,4,2,35,3,0
1062,26,22,1,0,60,4,0,32,2,1
1063,26,23,0,1,33,1,0,45,2,0
1064,26,24,1,1,50,5,0,65,2,1
1065,26,25,0,1,31,1,1,67,2,0
1066,26,26,1,0,57,5,2,31,1,2
1067,26,27,0,1,31,1,0,50,4,0
1068,26,29,1,0,66,5,0,39,1,2
1069,26,30,1,0,66,1,2,35,3,2
1070,26,31,1,1,60,2,0,66,3,2
1071,26,32,0,0,44,2,2,69,2,0
1072,26,33,0,0,36,3,1,42,3,0
1073,26,34,0,1,35,4,1,55,2,0
1074,26,35,1,1,53,1,0,54,5,1
1075,26,36,0,0,54,5,2,35,2,0
1076,26,37,0,0,42,5,2,38,4,1
1077,26,39,1,1,53,3,0,52,2,2
1078,26,40,0,1,30,3,1,41,3,1
1079,26,41,1,1,55,2,0,59,1,2
1080,26,42,1,1,33,1,0,39,5,2
1081,26,43,0,0,67,2,2,60,3,1
1082,27,0,0,0,60,1,1,30,2,0
1083,27,1,1,1,57,3,0,44,1,0
1084,27,2,1,2,62,3,1,55,2,1
1085,27,3,0,2,28,2,1,45,2,1
1086,27,5,1,1,25,5,0,38,1,2
1087,27,6,0,2,39,4,1,53,5,1
1088,27,7,1,0,53,3,0,31,5,0
1089,27,8,0,0,47,5,2,65,4,1
1090,27,9,0,0,27,1,0,64,3,0
1091,27,10,0,1,45,4,0,34,5,1
1092,27,11,0,0,30,4,1,52,2,0
1093,27,13,1,1,39,5,0,59,2,0
1094,27,14,0,0,43,5,2,52,3,0
1095,27,15,0,0,46,3,2,70,4,2
1096,27,16,0,0,48,3,2,42,4,1
1097,27,17,1,1,67,2,0,55,3,2
1098,27,18,1,1,57,3,2,27,2,2
1099,27,19,1,0,70,1,2,33,5,0
1100,27,20,0,0,33,5,2,53,2,0
1101,27,21,1,1,50,2,0,35,2,2
1102,27,22,1,0,38,5,2,30,1,0
1103,27,23,0,0,45,1,1,68,1,0
1104,27,24,0,0,60,3,1,36,5,0
1105,27,25,1,0,56,2,2,48,1,1
1106,27,26,0,0,44,3,2,38,5,1
1107,27,27,1,1,58,5,0,57,5,2
1108,27,28,1,1,61,1,0,27,3,0
1109,27,29,0,0,32,4,2,55,4,1
1110,27,30,0,0,37,3,2,68,2,0
1111,27,32,0,0,58,4,2,69,5,0
1112,27,33,0,1,57,1,0,66,3,1
1113,27,34,1,2,63,5,1,52,4,1
1114,27,35,0,0,43,5,1,43,5,0
1115,27,36,0,0,56,4,1,56,5,0
1116,27,37,1,0,56,2,1,28,1,0
1117,27,38,1,1,56,4,0,37,2,2
1118,27,39,0,0,55,1,1,44,4,0
1119,27,40,0,0,52,3,0,59,5,0
1120,27,41,0,0,30,1,0,53,5,0
1121,27,42,0,0,62,1,2,60,5,2
1122,28,0,0,0,53,1,2,54,1,0
1123,28,1,0,0,58,2,1,50,5,1
1124,28,2,0,1,36,1,0,66,2,2
1125,28,3,0,0,37,4,2,66,5,2
1126,28,4,0,0,55,3,2,45,3,0
1127,28,6,1,0,62,5,0,59,1,2
1128,28,7,1,0,42,5,1,60,5,2
1129,28,8,0,0,51,1,2,47,2,0
1130,28,9,0,0,43,4,2,48,4,0
1131,28,10,1,0,60,5,0,58,1,1
1132,28,11,0,0,37,5,2,52,3,1
1133,28,12,0,0,29,1,0,57,5,0
1134,28,13,0,0,49,1,1,52,4,2
1135,28,14,0,0,39,2,2,61,3,1
1136,28,15,0,0,34,1,2,61,5,0
1137,28,16,1,0,63,4,1,35,2,0
1138,28,17,0,0,53,3,2,59,4,2
1139,28,18,0,0,66,2,2,55,2,0
1140,28,19,0,0,48,1,2,49,3,2
1141,28,21,1,0,55,2,0,61,2,2
1142,28,22,0,0,36,4,1,68,5,0
1143,28,23,1,0,39,3,0,37,3,2
1144,28,24,0,0,35,2,1,33,1,0
1145,28,25,0,0,36,1,1,58,3,1
1146,28,27,1,1,26,4,0,33,3,1
1147,28,28,0,1,68,2,1,51,5,0
1148,28,29,0,1,47,1,2,70,1,0
1149,28,30,1,1,62,5,1,42,2,2
1150,28,31,0,1,39,2,0,54,1,0
1151,28,32,1,1,66,2,0,45,5,1
1152,28,33,0,1,30,1,2,39,4,0
1153,28,34,1,1,64,5,0,28,3,2
1154,28,35,1,1,69,5,0,65,4,1
1155,28,36,0,1,43,1,2,54,2,0
1156,28,37,0,1,36,4,2,54,3,2
1157,28,38,1,1,59,5,2,29,4,2
1158,28,40,0,1,65,2,1,52,5,1
1159,28,41,1,1,42,5,1,55,1,2
1160,28,42,1,0,59,2,1,39,1,2
1161,28,43,1,0,60,2,0,39,1,2
1162,29,0,0,1,25,5,0,63,2,1
1163,29,1,0,1,36,5,0,43,4,1
1164,29,2,0,1,54,3,0,62,3,0
1165,29,3,1,0,44,1,1,27,3,2
1166,29,4,1,0,55,1,2,32,2,0
1167,29,5,1,0,50,4,2,35,4,1
1168,29,6,1,1,70,2,0,31,1,1
1169,29,7,1,1,54,1,1,26,5,1
1170,29,9,0,1,39,5,2,59,1,2
1171,29,10,1,1,67,2,2,39,5,1
1172,29,11,0,0,30,1,0,41,1,1
1173,29,12,0,0,42,5,1,68,3,1
1174,29,13,0,0,35,3,1,57,1,2
1175,29,14,1,1,38,2,0,29,3,1
1176,29,15,0,1,33,4,1,45,1,0
1177,29,16,0,0,25,1,2,50,1,0
1178,29,17,0,0,33,4,2,57,2,0
1179,29,18,1,1,57,2,2,37,3,1
1180,29,19,0,1,66,3,0,66,1,1
1181,29,20,1,0,43,5,1,37,5,0
1182,29,22,1,1,69,3,0,57,5,0
1183,29,23,0,0,38,2,2,70,1,1
1184,29,24,0,1,32,2,2,32,3,1
1185,29,26,1,1,67,1,0,42,1,2
1186,29,27,0,0,25,3,2,66,1,2
1187,29,28,0,0,29,4,1,53,4,1
1188,29,29,1,1,60,2,1,28,2,0
1189,29,30,1,1,59,4,0,41,4,1
1190,29,31,0,0,47,2,1,68,3,2
1191,29,32,0,0,63,2,0,70,4,2
1192,29,33,0,0,35,5,2,63,4,0
1193,29,34,1,1,44,5,1,33,4,0
1194,29,35,0,0,46,4,2,64,3,0
1195,29,36,1,1,58,2,1,49,2,0
1196,29,38,1,1,62,2,2,41,1,1
1197,29,39,0,0,34,5,2,56,4,1
1198,29,40,1,1,54,3,1,38,2,2
1199,29,41,1,0,43,3,0,41,5,1
1200,29,42,0,0,45,1,1,48,2,0
1201,29,43,1,1,62,1,0,46,4,0
1202,30,0,1,0,34,5,1,52,4,1
1203,30,1,0,0,40,2,1,45,3,0
1204,30,2,0,1,57,2,2,37,1,1
1205,30,3,1,0,39,1,0,41,4,2
1206,30,4,0,0,38,2,1,37,2,0
1207,30,5,0,1,66,2,1,56,2,0
1208,30,6,0,0,42,4,2,55,5,1
1209,30,7,1,1,70,5,1,52,2,0
1210,30,9,0,0,30,3,2,58,1,0
1211,30,10,0,1,46,4,1,43,1,1
1212,30,11,1,1,65,1,1,39,2,0
1213,30,12,0,2,41,4,1,62,3,1
1214,30,13,0,0,55,5,0,59,5,0
1215,30,14,1,0,54,1,0,48,5,2
1216,30,15,1,1,69,2,1,42,1,0
1217,30,16,1,1,57,1,2,53,1,0
1218,30,17,1,1,35,4,0,37,3,0
1219,30,18,0,2,55,2,2,66,2,1
1220,30,19,1,2,65,5,1,62,5,1
1221,30,20,0,1,42,4,1,56,1,0
1222,30,22,1,1,63,4,1,58,2,1
1223,30,23,0,0,36,3,2,55,4,2
1224,30,24,1,1,54,5,0,54,3,1
1225,30,25,1,1,65,3,1,51,2,2
1226,30,26,0,1,38,2,0,47,1,1
1227,30,27,1,1,65,2,2,42,3,2
1228,30,29,0,0,46,3,0,63,5,2
1229,30,30,1,1,61,3,1,33,5,2
1230,30,31,0,0,25,5,2,57,1,1
1231,30,32,1,0,25,3,1,26,5,2
1232,30,33,0,0,39,2,1,43,4,0
1233,30,34,0,0,47,5,1,66,5,2
1234,30,35,1,1,69,1,0,43,1,0
1235,30,36,1,1,45,4,0,30,1,2
1236,30,38,1,1,41,1,1,37,2,0
1237,30,39,0,0,36,1,0,69,2,0
1238,30,40,0,0,28,2,0,46,1,0
1239,30,41,0,0,26,3,0,68,4,2
1240,30,42,1,1,29,5,1,26,1,2
1241,30,43,1,1,70,3,2,41,5,1
1242,31,0,1,1,46,4,0,40,5,2
1243,31,1,1,0,70,1,2,44,2,0
1244,31,2,1,1,54,4,1,42,1,2
1245,31,3,1,1,64,2,0,58,2,1
1246,31,4,0,1,31,5,1,60,3,2
1247,31,5,0,0,42,1,1,60,5,1
1248,31,6,0,0,53,2,2,70,2,0
1249,31,7,1,0,61,2,2,38,5,2
1250,31,9,0,1,62,5,1,69,3,1
1251,31,10,0,0,31,1,2,62,5,0
1252,31,11,1,0,70,3,1,56,5,0
1253,31,12,0,0,32,2,0,65,3,0
