,user_id,group,decision_rank,decision,left_age,right_age,left_dependents,right_dependents,left_drinking,right_drinking
1172,79,cf,8,0,1,1,0,0,2,0
1173,77,cf,15,0,1,0,2,0,0,0
1174,77,cf,1,2,0,1,0,0,0,0
1175,80,cf,1,2,0,1,0,0,0,0
1176,77,cf,3,2,1,1,0,0,0,1
1177,76,cf,15,1,1,0,2,0,0,0
1178,77,cf,5,2,2,1,0,0,2,2
1179,77,cf,7,1,2,2,0,2,2,2
1180,77,cf,8,0,1,1,0,0,2,0
1181,77,cf,9,2,1,1,1,2,1,2
1182,78,nocf,2,1,0,2,0,0,0,0
1183,80,cf,2,0,0,2,0,0,0,0
1184,79,cf,3,0,1,1,0,0,0,1
1185,78,nocf,5,0,2,1,0,0,2,2
1186,79,cf,4,1,4,1,0,0,0,2
1187,80,cf,4,0,4,1,0,0,0,2
1188,77,cf,14,2,1,1,2,2,1,2
1189,81,nocf,1,0,0,1,0,0,0,0
1190,81,nocf,2,0,0,2,0,0,0,0
1191,79,cf,9,0,1,1,1,2,1,2
1192,80,cf,6,1,1,1,0,0,2,0
1193,81,nocf,4,0,4,1,0,0,0,2
1194,78,nocf,9,0,1,1,1,2,1,2
1195,80,cf,7,1,2,2,0,2,2,2
1196,79,cf,11,1,2,0,2,0,2,0
1197,81,nocf,7,1,2,2,0,2,2,2
1198,79,cf,13,2,1,1,1,2,0,0
1199,81,nocf,8,0,1,1,0,0,2,0
1200,81,nocf,9,0,1,1,1,2,1,2
1201,79,cf,14,0,1,1,2,2,1,2
1202,81,nocf,10,1,1,1,1,2,2,2
1203,78,nocf,11,1,2,0,2,0,2,0
1204,80,cf,9,0,1,1,1,2,1,2
1205,81,nocf,13,1,1,1,1,2,0,0
1206,78,nocf,12,0,1,2,2,0,0,0
1207,81,nocf,15,0,1,0,2,0,0,0
1208,82,nocf,2,0,0,2,0,0,0,0
1209,83,nocf,1,1,0,1,0,0,0,0
1210,83,nocf,2,0,0,2,0,0,0,0
1211,82,nocf,4,1,4,1,0,0,0,2
1212,84,nocf,1,0,0,1,0,0,0,0
1213,78,nocf,14,0,1,1,2,2,1,2
1214,83,nocf,4,1,4,1,0,0,0,2
1215,82,nocf,6,1,1,1,0,0,2,0
1216,83,nocf,5,1,2,1,0,0,2,2
1217,80,cf,12,0,1,2,2,0,0,0
1218,84,nocf,2,0,0,2,0,0,0,0
1219,82,nocf,7,1,2,2,0,2,2,2
1220,80,cf,13,2,1,1,1,2,0,0
1221,80,cf,5,2,2,1,0,0,2,2
1222,78,nocf,8,0,1,1,0,0,2,0
1223,81,nocf,3,0,1,1,0,0,0,1
1224,79,cf,10,2,1,1,1,2,2,2
1225,81,nocf,5,1,2,1,0,0,2,2
1226,81,nocf,6,1,1,1,0,0,2,0
1227,79,cf,12,0,1,2,2,0,0,0
1228,78,nocf,10,1,1,1,1,2,2,2
1229,80,cf,8,2,1,1,0,0,2,0
1230,81,nocf,11,1,2,0,2,0,2,0
1231,81,nocf,12,0,1,2,2,0,0,0
1232,79,cf,15,2,1,0,2,0,0,0
1233,81,nocf,14,0,1,1,2,2,1,2
1234,82,nocf,1,0,0,1,0,0,0,0
1235,78,nocf,13,1,1,1,1,2,0,0
1236,80,cf,10,2,1,1,1,2,2,2
1237,82,nocf,3,0,1,1,0,0,0,1
1238,83,nocf,3,0,1,1,0,0,0,1
1239,80,cf,11,1,2,0,2,0,2,0
1240,82,nocf,5,1,2,1,0,0,2,2
1241,83,nocf,6,1,1,1,0,0,2,0
1242,83,nocf,7,1,2,2,0,2,2,2
1243,82,nocf,8,1,1,1,0,0,2,0
1244,83,nocf,8,0,1,1,0,0,2,0
1245,82,nocf,9,0,1,1,1,2,1,2
1246,84,nocf,4,1,4,1,0,0,0,2
1247,82,nocf,12,0,1,2,2,0,0,0
1248,83,nocf,13,1,1,1,1,2,0,0
1249,82,nocf,13,1,1,1,1,2,0,0
1250,84,nocf,6,1,1,1,0,0,2,0
1251,83,nocf,15,0,1,0,2,0,0,0
1252,84,nocf,9,0,1,1,1,2,1,2
1253,84,nocf,11,0,2,0,2,0,2,0
1254,84,nocf,13,1,1,1,1,2,0,0
1255,85,nocf,2,0,0,2,0,0,0,0
1256,86,nocf,1,1,0,1,0,0,0,0
1257,85,nocf,3,1,1,1,0,0,0,1
1258,86,nocf,2,1,0,2,0,0,0,0
1259,85,nocf,6,0,1,1,0,0,2,0
1260,86,nocf,3,1,1,1,0,0,0,1
1261,85,nocf,7,1,2,2,0,2,2,2
1262,86,nocf,4,1,4,1,0,0,0,2
1263,85,nocf,8,1,1,1,0,0,2,0
1264,87,cf,2,0,0,2,0,0,0,0
1265,87,cf,3,0,1,1,0,0,0,1
1266,87,cf,4,0,4,1,0,0,0,2
1267,85,nocf,9,0,1,1,1,2,1,2
1268,84,nocf,3,0,1,1,0,0,0,1
1269,80,cf,14,0,1,1,2,2,1,2
1270,83,nocf,9,1,1,1,1,2,1,2
1271,82,nocf,10,1,1,1,1,2,2,2
1272,78,nocf,15,0,1,0,2,0,0,0
1273,83,nocf,10,1,1,1,1,2,2,2
1274,82,nocf,11,1,2,0,2,0,2,0
1275,83,nocf,11,0,2,0,2,0,2,0
1276,80,cf,15,0,1,0,2,0,0,0
1277,84,nocf,5,1,2,1,0,0,2,2
1278,83,nocf,12,0,1,2,2,0,0,0
1279,83,nocf,14,1,1,1,2,2,1,2
1280,82,nocf,14,0,1,1,2,2,1,2
1281,84,nocf,7,1,2,2,0,2,2,2
1282,82,nocf,15,0,1,0,2,0,0,0
1283,84,nocf,8,0,1,1,0,0,2,0
1284,84,nocf,10,1,1,1,1,2,2,2
1285,84,nocf,12,0,1,2,2,0,0,0
1286,85,nocf,1,0,0,1,0,0,0,0
1287,84,nocf,14,0,1,1,2,2,1,2
1288,84,nocf,15,0,1,0,2,0,0,0
1289,85,nocf,4,1,4,1,0,0,0,2
1290,85,nocf,5,1,2,1,0,0,2,2
1291,87,cf,1,2,0,1,0,0,0,0
1292,86,nocf,5,0,2,1,0,0,2,2
1293,87,cf,5,2,2,1,0,0,2,2
1294,88,cf,1,0,0,1,0,0,0,0
1295,86,nocf,6,0,1,1,0,0,2,0
1296,87,cf,8,0,1,1,0,0,2,0
1297,87,cf,6,1,1,1,0,0,2,0
1298,87,cf,7,1,2,2,0,2,2,2
1299,86,nocf,7,1,2,2,0,2,2,2
1300,88,cf,2,0,0,2,0,0,0,0
1301,85,nocf,10,1,1,1,1,2,2,2
1302,86,nocf,8,0,1,1,0,0,2,0
1303,88,cf,3,0,1,1,0,0,0,1
1304,85,nocf,11,0,2,0,2,0,2,0
1305,88,cf,4,0,4,1,0,0,0,2
1306,87,cf,9,2,1,1,1,2,1,2
1307,88,cf,5,1,2,1,0,0,2,2
1308,87,cf,10,2,1,1,1,2,2,2
1309,86,nocf,9,1,1,1,1,2,1,2
1310,88,cf,6,1,1,1,0,0,2,0
1311,87,cf,11,1,2,0,2,0,2,0
1312,85,nocf,12,1,1,2,2,0,0,0
1313,88,cf,7,1,2,2,0,2,2,2
1314,87,cf,12,0,1,2,2,0,0,0
1315,88,cf,8,0,1,1,0,0,2,0
1316,87,cf,13,2,1,1,1,2,0,0
1317,88,cf,9,0,1,1,1,2,1,2
1318,85,nocf,13,0,1,1,1,2,0,0
1319,89,nocf,1,0,0,1,0,0,0,0
1320,87,cf,14,2,1,1,2,2,1,2
1321,88,cf,10,0,1,1,1,2,2,2
1322,86,nocf,10,1,1,1,1,2,2,2
1323,88,cf,11,0,2,0,2,0,2,0
1324,85,nocf,14,1,1,1,2,2,1,2
1325,88,cf,12,1,1,2,2,0,0,0
1326,87,cf,15,0,1,0,2,0,0,0
1327,88,cf,13,0,1,1,1,2,0,0
1328,86,nocf,11,0,2,0,2,0,2,0
1329,88,cf,14,0,1,1,2,2,1,2
1330,88,cf,15,0,1,0,2,0,0,0
1331,89,nocf,2,0,0,2,0,0,0,0
1332,86,nocf,12,1,1,2,2,0,0,0
1333,90,nocf,1,0,0,1,0,0,0,0
1334,85,nocf,15,1,1,0,2,0,0,0
1335,89,nocf,3,0,1,1,0,0,0,1
1336,86,nocf,13,1,1,1,1,2,0,0
1337,86,nocf,14,1,1,1,2,2,1,2
1338,89,nocf,4,1,4,1,0,0,0,2
1339,86,nocf,15,0,1,0,2,0,0,0
1340,90,nocf,2,0,0,2,0,0,0,0
1341,89,nocf,5,1,2,1,0,0,2,2
1342,89,nocf,6,1,1,1,0,0,2,0
1343,90,nocf,3,0,1,1,0,0,0,1
1344,89,nocf,7,1,2,2,0,2,2,2
1345,90,nocf,4,1,4,1,0,0,0,2
1346,89,nocf,8,0,1,1,0,0,2,0
1347,89,nocf,9,1,1,1,1,2,1,2
1348,89,nocf,10,1,1,1,1,2,2,2
1349,90,nocf,7,1,2,2,0,2,2,2
1350,89,nocf,11,1,2,0,2,0,2,0
1351,90,nocf,9,0,1,1,1,2,1,2
1352,89,nocf,13,1,1,1,1,2,0,0
1353,90,nocf,12,0,1,2,2,0,0,0
1354,91,nocf,2,0,0,2,0,0,0,0
1355,90,nocf,13,1,1,1,1,2,0,0
1356,92,cf,1,2,0,1,0,0,0,0
1357,92,cf,3,0,1,1,0,0,0,1
1358,92,cf,4,1,4,1,0,0,0,2
1359,91,nocf,9,0,1,1,1,2,1,2
1360,93,nocf,1,1,0,1,0,0,0,0
1361,92,cf,5,1,2,1,0,0,2,2
1362,91,nocf,10,1,1,1,1,2,2,2
1363,92,cf,7,2,2,2,0,2,2,2
1364,93,nocf,3,0,1,1,0,0,0,1
1365,92,cf,8,0,1,1,0,0,2,0
1366,91,nocf,14,0,1,1,2,2,1,2
1367,94,cf,4,1,4,1,0,0,0,2
1368,92,cf,10,2,1,1,1,2,2,2
1369,93,nocf,5,0,2,1,0,0,2,2
1370,94,cf,7,2,2,2,0,2,2,2
1371,93,nocf,6,1,1,1,0,0,2,0
1372,94,cf,8,2,1,1,0,0,2,0
1373,93,nocf,7,1,2,2,0,2,2,2
1374,92,cf,13,2,1,1,1,2,0,0
1375,95,nocf,1,0,0,1,0,0,0,0
1376,94,cf,10,2,1,1,1,2,2,2
1377,94,cf,11,1,2,0,2,0,2,0
1378,93,nocf,8,0,1,1,0,0,2,0
1379,93,nocf,9,0,1,1,1,2,1,2
1380,93,nocf,10,1,1,1,1,2,2,2
1381,93,nocf,11,1,2,0,2,0,2,0
1382,93,nocf,12,0,1,2,2,0,0,0
1383,93,nocf,14,0,1,1,2,2,1,2
1384,93,nocf,15,0,1,0,2,0,0,0
1385,95,nocf,6,1,1,1,0,0,2,0
1386,95,nocf,7,1,2,2,0,2,2,2
1387,95,nocf,8,0,1,1,0,0,2,0
1388,96,cf,5,1,2,1,0,0,2,2
1389,97,cf,2,2,0,2,0,0,0,0
1390,96,cf,6,1,1,1,0,0,2,0
1391,90,nocf,5,1,2,1,0,0,2,2
1392,90,nocf,6,1,1,1,0,0,2,0
1393,90,nocf,8,0,1,1,0,0,2,0
1394,90,nocf,10,1,1,1,1,2,2,2
1395,89,nocf,12,0,1,2,2,0,0,0
1396,90,nocf,11,1,2,0,2,0,2,0
1397,91,nocf,1,0,0,1,0,0,0,0
1398,89,nocf,14,0,1,1,2,2,1,2
1399,91,nocf,3,0,1,1,0,0,0,1
1400,90,nocf,14,0,1,1,2,2,1,2
1401,89,nocf,15,0,1,0,2,0,0,0
1402,91,nocf,4,1,4,1,0,0,0,2
1403,92,cf,2,0,0,2,0,0,0,0
1404,90,nocf,15,0,1,0,2,0,0,0
1405,91,nocf,5,1,2,1,0,0,2,2
1406,91,nocf,6,1,1,1,0,0,2,0
1407,91,nocf,7,1,2,2,0,2,2,2
1408,91,nocf,8,0,1,1,0,0,2,0
1409,92,cf,6,1,1,1,0,0,2,0
1410,93,nocf,2,1,0,2,0,0,0,0
1411,94,cf,1,2,0,1,0,0,0,0
1412,91,nocf,11,1,2,0,2,0,2,0
1413,91,nocf,12,0,1,2,2,0,0,0
1414,94,cf,2,2,0,2,0,0,0,0
1415,91,nocf,13,1,1,1,1,2,0,0
1416,94,cf,3,0,1,1,0,0,0,1
1417,92,cf,9,2,1,1,1,2,1,2
1418,93,nocf,4,1,4,1,0,0,0,2
1419,91,nocf,15,0,1,0,2,0,0,0
1420,94,cf,5,1,2,1,0,0,2,2
1421,94,cf,6,1,1,1,0,0,2,0
1422,92,cf,11,1,2,0,2,0,2,0
1423,94,cf,9,2,1,1,1,2,1,2
1424,92,cf,12,2,1,2,2,0,0,0
1425,92,cf,14,2,1,1,2,2,1,2
1426,94,cf,12,0,1,2,2,0,0,0
1427,92,cf,15,2,1,0,2,0,0,0
1428,95,nocf,2,0,0,2,0,0,0,0
1429,94,cf,13,2,1,1,1,2,0,0
1430,94,cf,14,2,1,1,2,2,1,2
1431,95,nocf,3,0,1,1,0,0,0,1
1432,94,cf,15,2,1,0,2,0,0,0
1433,95,nocf,4,1,4,1,0,0,0,2
1434,93,nocf,13,1,1,1,1,2,0,0
1435,96,cf,1,0,0,1,0,0,0,0
1436,95,nocf,5,1,2,1,0,0,2,2
1437,96,cf,2,0,0,2,0,0,0,0
1438,96,cf,3,0,1,1,0,0,0,1
1439,95,nocf,9,0,1,1,1,2,1,2
1440,96,cf,4,1,4,1,0,0,0,2
1441,97,cf,1,2,0,1,0,0,0,0
1442,95,nocf,10,1,1,1,1,2,2,2
1443,97,cf,3,2,1,1,0,0,0,1
1444,96,cf,7,1,2,2,0,2,2,2
1445,97,cf,6,1,1,1,0,0,2,0
1446,96,cf,8,2,1,1,0,0,2,0
1447,95,nocf,15,1,1,0,2,0,0,0
1448,97,cf,8,2,1,1,0,0,2,0
1449,96,cf,9,0,1,1,1,2,1,2
1450,97,cf,9,2,1,1,1,2,1,2
1451,96,cf,10,2,1,1,1,2,2,2
1452,97,cf,11,0,2,0,2,0,2,0
1453,96,cf,12,0,1,2,2,0,0,0
1454,98,nocf,4,1,4,1,0,0,0,2
1455,98,nocf,6,1,1,1,0,0,2,0
1456,99,nocf,2,0,0,2,0,0,0,0
1457,98,nocf,9,1,1,1,1,2,1,2
1458,99,nocf,3,0,1,1,0,0,0,1
1459,99,nocf,4,1,4,1,0,0,0,2
1460,99,nocf,7,1,2,2,0,2,2,2
1461,99,nocf,8,0,1,1,0,0,2,0
1462,98,nocf,13,1,1,1,1,2,0,0
1463,99,nocf,9,1,1,1,1,2,1,2
1464,99,nocf,11,1,2,0,2,0,2,0
1465,100,nocf,2,0,0,2,0,0,0,0
1466,98,nocf,15,0,1,0,2,0,0,0
1467,100,nocf,3,0,1,1,0,0,0,1
1468,100,nocf,5,0,2,1,0,0,2,2
1469,99,nocf,13,1,1,1,1,2,0,0
1470,100,nocf,8,1,1,1,0,0,2,0
1471,101,nocf,1,1,0,1,0,0,0,0
1472,100,nocf,9,0,1,1,1,2,1,2
1473,100,nocf,11,1,2,0,2,0,2,0
1474,101,nocf,4,1,4,1,0,0,0,2
1475,101,nocf,6,1,1,1,0,0,2,0
1476,102,cf,1,1,0,1,0,0,0,0
1477,101,nocf,8,0,1,1,0,0,2,0
1478,102,cf,2,0,0,2,0,0,0,0
1479,101,nocf,9,0,1,1,1,2,1,2
1480,103,nocf,1,0,0,1,0,0,0,0
1481,102,cf,3,2,1,1,0,0,0,1
1482,101,nocf,10,1,1,1,1,2,2,2
1483,104,cf,1,0,0,1,0,0,0,0
1484,101,nocf,11,1,2,0,2,0,2,0
1485,95,nocf,11,1,2,0,2,0,2,0
1486,95,nocf,12,0,1,2,2,0,0,0
1487,97,cf,4,1,4,1,0,0,0,2
1488,95,nocf,13,1,1,1,1,2,0,0
1489,97,cf,5,2,2,1,0,0,2,2
1490,95,nocf,14,0,1,1,2,2,1,2
1491,97,cf,7,1,2,2,0,2,2,2
1492,97,cf,10,2,1,1,1,2,2,2
1493,98,nocf,1,0,0,1,0,0,0,0
1494,98,nocf,2,0,0,2,0,0,0,0
1495,97,cf,12,0,1,2,2,0,0,0
1496,96,cf,11,1,2,0,2,0,2,0
1497,97,cf,13,2,1,1,1,2,0,0
1498,98,nocf,3,0,1,1,0,0,0,1
1499,97,cf,14,2,1,1,2,2,1,2
1500,97,cf,15,0,1,0,2,0,0,0
1501,98,nocf,5,1,2,1,0,0,2,2
1502,96,cf,13,1,1,1,1,2,0,0
1503,98,nocf,7,1,2,2,0,2,2,2
1504,96,cf,14,0,1,1,2,2,1,2
1505,98,nocf,8,0,1,1,0,0,2,0
1506,99,nocf,1,0,0,1,0,0,0,0
1507,96,cf,15,0,1,0,2,0,0,0
1508,98,nocf,10,1,1,1,1,2,2,2
1509,99,nocf,5,1,2,1,0,0,2,2
1510,99,nocf,6,1,1,1,0,0,2,0
1511,98,nocf,11,1,2,0,2,0,2,0
1512,98,nocf,12,0,1,2,2,0,0,0
1513,99,nocf,10,1,1,1,1,2,2,2
1514,100,nocf,1,0,0,1,0,0,0,0
1515,98,nocf,14,0,1,1,2,2,1,2
1516,99,nocf,12,0,1,2,2,0,0,0
1517,100,nocf,4,0,4,1,0,0,0,2
1518,100,nocf,6,1,1,1,0,0,2,0
1519,99,nocf,14,0,1,1,2,2,1,2
1520,100,nocf,7,1,2,2,0,2,2,2
1521,99,nocf,15,1,1,0,2,0,0,0
1522,100,nocf,10,1,1,1,1,2,2,2
1523,101,nocf,2,0,0,2,0,0,0,0
1524,101,nocf,3,0,1,1,0,0,0,1
1525,100,nocf,12,0,1,2,2,0,0,0
1526,100,nocf,13,1,1,1,1,2,0,0
1527,100,nocf,14,0,1,1,2,2,1,2
1528,101,nocf,5,1,2,1,0,0,2,2
1529,100,nocf,15,0,1,0,2,0,0,0
1530,101,nocf,7,1,2,2,0,2,2,2
1531,102,cf,4,1,4,1,0,0,0,2
1532,103,nocf,2,0,0,2,0,0,0,0
1533,102,cf,5,1,2,1,0,0,2,2
1534,101,nocf,12,0,1,2,2,0,0,0
1535,102,cf,6,1,1,1,0,0,2,0
1536,104,cf,3,0,1,1,0,0,0,1
1537,102,cf,7,1,2,2,0,2,2,2
1538,102,cf,8,0,1,1,0,0,2,0
1539,101,nocf,15,0,1,0,2,0,0,0
1540,104,cf,4,1,4,1,0,0,0,2
1541,102,cf,9,1,1,1,1,2,1,2
1542,102,cf,10,1,1,1,1,2,2,2
1543,102,cf,12,0,1,2,2,0,0,0
1544,103,nocf,4,1,4,1,0,0,0,2
1545,102,cf,13,1,1,1,1,2,0,0
1546,102,cf,14,0,1,1,2,2,1,2
1547,103,nocf,6,1,1,1,0,0,2,0
1548,104,cf,8,1,1,1,0,0,2,0
1549,103,nocf,7,1,2,2,0,2,2,2
1550,103,nocf,8,0,1,1,0,0,2,0
1551,103,nocf,9,0,1,1,1,2,1,2
1552,104,cf,10,0,1,1,1,2,2,2
1553,104,cf,12,0,1,2,2,0,0,0
1554,103,nocf,13,1,1,1,1,2,0,0
1555,105,nocf,2,0,0,2,0,0,0,0
1556,105,nocf,4,1,4,1,0,0,0,2
1557,105,nocf,5,1,2,1,0,0,2,2
1558,105,nocf,8,1,1,1,0,0,2,0
1559,105,nocf,10,0,1,1,1,2,2,2
1560,105,nocf,11,1,2,0,2,0,2,0
1561,105,nocf,12,0,1,2,2,0,0,0
1562,106,nocf,4,1,4,1,0,0,0,2
1563,106,nocf,7,1,2,2,0,2,2,2
1564,106,nocf,9,1,1,1,1,2,1,2
1565,107,cf,4,2,4,1,0,0,0,2
1566,107,cf,5,2,2,1,0,0,2,2
1567,107,cf,6,2,1,1,0,0,2,0
1568,107,cf,8,2,1,1,0,0,2,0
1569,107,cf,9,2,1,1,1,2,1,2
1570,107,cf,10,2,1,1,1,2,2,2
1571,107,cf,14,2,1,1,2,2,1,2
1572,106,nocf,13,0,1,1,1,2,0,0
1573,106,nocf,14,0,1,1,2,2,1,2
1574,108,nocf,1,0,0,1,0,0,0,0
1575,108,nocf,5,1,2,1,0,0,2,2
1576,108,nocf,7,1,2,2,0,2,2,2
1577,109,cf,1,0,0,1,0,0,0,0
1578,108,nocf,8,1,1,1,0,0,2,0
1579,104,cf,2,0,0,2,0,0,0,0
1580,103,nocf,3,0,1,1,0,0,0,1
1581,101,nocf,13,1,1,1,1,2,0,0
1582,101,nocf,14,0,1,1,2,2,1,2
1583,102,cf,11,0,2,0,2,0,2,0
1584,104,cf,5,1,2,1,0,0,2,2
1585,103,nocf,5,1,2,1,0,0,2,2
1586,104,cf,6,1,1,1,0,0,2,0
1587,102,cf,15,0,1,0,2,0,0,0
1588,104,cf,7,1,2,2,0,2,2,2
1589,104,cf,9,0,1,1,1,2,1,2
1590,104,cf,11,1,2,0,2,0,2,0
1591,103,nocf,10,1,1,1,1,2,2,2
1592,103,nocf,11,1,2,0,2,0,2,0
1593,103,nocf,12,0,1,2,2,0,0,0
1594,104,cf,13,1,1,1,1,2,0,0
1595,103,nocf,14,0,1,1,2,2,1,2
1596,104,cf,14,0,1,1,2,2,1,2
1597,103,nocf,15,1,1,0,2,0,0,0
1598,104,cf,15,1,1,0,2,0,0,0
1599,105,nocf,1,1,0,1,0,0,0,0
1600,105,nocf,3,0,1,1,0,0,0,1
1601,105,nocf,6,1,1,1,0,0,2,0
1602,105,nocf,7,1,2,2,0,2,2,2
1603,105,nocf,9,0,1,1,1,2,1,2
1604,105,nocf,13,1,1,1,1,2,0,0
1605,105,nocf,14,0,1,1,2,2,1,2
1606,105,nocf,15,0,1,0,2,0,0,0
1607,106,nocf,1,1,0,1,0,0,0,0
1608,106,nocf,2,0,0,2,0,0,0,0
1609,106,nocf,3,0,1,1,0,0,0,1
1610,106,nocf,5,0,2,1,0,0,2,2
1611,106,nocf,6,1,1,1,0,0,2,0
1612,106,nocf,8,0,1,1,0,0,2,0
1613,107,cf,1,2,0,1,0,0,0,0
1614,107,cf,2,2,0,2,0,0,0,0
1615,106,nocf,10,1,1,1,1,2,2,2
1616,107,cf,3,2,1,1,0,0,0,1
1617,106,nocf,11,0,2,0,2,0,2,0
1618,107,cf,7,2,2,2,0,2,2,2
1619,106,nocf,12,0,1,2,2,0,0,0
1620,107,cf,11,2,2,0,2,0,2,0
1621,107,cf,12,2,1,2,2,0,0,0
1622,107,cf,13,2,1,1,1,2,0,0
1623,107,cf,15,2,1,0,2,0,0,0
1624,106,nocf,15,0,1,0,2,0,0,0
1625,108,nocf,2,0,0,2,0,0,0,0
1626,108,nocf,3,0,1,1,0,0,0,1
1627,108,nocf,4,1,4,1,0,0,0,2
1628,108,nocf,6,1,1,1,0,0,2,0
1629,109,cf,2,0,0,2,0,0,0,0
1630,109,cf,6,1,1,1,0,0,2,0
1631,110,nocf,3,0,1,1,0,0,0,1
1632,109,cf,9,0,1,1,1,2,1,2
1633,109,cf,10,1,1,1,1,2,2,2
1634,108,nocf,11,0,2,0,2,0,2,0
1635,109,cf,11,1,2,0,2,0,2,0
1636,109,cf,12,0,1,2,2,0,0,0
1637,110,nocf,4,1,4,1,0,0,0,2
1638,110,nocf,1,0,0,1,0,0,0,0
1639,109,cf,3,0,1,1,0,0,0,1
1640,109,cf,4,1,4,1,0,0,0,2
1641,108,nocf,9,1,1,1,1,2,1,2
1642,109,cf,5,1,2,1,0,0,2,2
1643,108,nocf,10,1,1,1,1,2,2,2
1644,110,nocf,2,0,0,2,0,0,0,0
1645,109,cf,7,1,2,2,0,2,2,2
1646,109,cf,8,0,1,1,0,0,2,0
1647,108,nocf,12,0,1,2,2,0,0,0
1648,109,cf,13,1,1,1,1,2,0,0
1649,108,nocf,13,1,1,1,1,2,0,0
1650,109,cf,14,0,1,1,2,2,1,2
1651,110,nocf,5,1,2,1,0,0,2,2
1652,108,nocf,14,0,1,1,2,2,1,2
1653,109,cf,15,0,1,0,2,0,0,0
1654,108,nocf,15,0,1,0,2,0,0,0
1655,110,nocf,6,1,1,1,0,0,2,0
1656,110,nocf,7,1,2,2,0,2,2,2
1657,110,nocf,8,1,1,1,0,0,2,0
1658,110,nocf,9,0,1,1,1,2,1,2
1659,110,nocf,10,1,1,1,1,2,2,2
1660,110,nocf,11,1,2,0,2,0,2,0
1661,110,nocf,12,0,1,2,2,0,0,0
1662,110,nocf,13,1,1,1,1,2,0,0
1663,110,nocf,14,0,1,1,2,2,1,2
1664,110,nocf,15,0,1,0,2,0,0,0
1665,111,nocf,1,1,0,1,0,0,0,0
1666,111,nocf,2,1,0,2,0,0,0,0
1667,112,nocf,1,0,0,1,0,0,0,0
1668,111,nocf,3,1,1,1,0,0,0,1
1669,111,nocf,4,0,4,1,0,0,0,2
1670,111,nocf,5,0,2,1,0,0,2,2
1671,112,nocf,2,0,0,2,0,0,0,0
1672,111,nocf,6,1,1,1,0,0,2,0
1673,112,nocf,3,0,1,1,0,0,0,1
1674,112,nocf,4,1,4,1,0,0,0,2
1675,111,nocf,7,1,2,2,0,2,2,2
1676,112,nocf,5,1,2,1,0,0,2,2
1677,111,nocf,8,0,1,1,0,0,2,0
1678,112,nocf,6,1,1,1,0,0,2,0
1679,111,nocf,9,1,1,1,1,2,1,2
1680,112,nocf,7,1,2,2,0,2,2,2
1681,111,nocf,10,1,1,1,1,2,2,2
1682,111,nocf,11,0,2,0,2,0,2,0
1683,112,nocf,8,1,1,1,0,0,2,0
1684,111,nocf,12,1,1,2,2,0,0,0
1685,111,nocf,13,1,1,1,1,2,0,0
1686,112,nocf,10,1,1,1,1,2,2,2
1687,111,nocf,14,0,1,1,2,2,1,2
1688,112,nocf,11,1,2,0,2,0,2,0
1689,112,nocf,15,1,1,0,2,0,0,0
1690,113,nocf,1,0,0,1,0,0,0,0
1691,113,nocf,2,0,0,2,0,0,0,0
1692,113,nocf,3,0,1,1,0,0,0,1
1693,113,nocf,4,1,4,1,0,0,0,2
1694,114,nocf,2,0,0,2,0,0,0,0
1695,114,nocf,3,0,1,1,0,0,0,1
1696,113,nocf,7,1,2,2,0,2,2,2
1697,114,nocf,4,1,4,1,0,0,0,2
1698,113,nocf,8,0,1,1,0,0,2,0
1699,114,nocf,5,1,2,1,0,0,2,2
1700,114,nocf,6,1,1,1,0,0,2,0
1701,113,nocf,11,1,2,0,2,0,2,0
1702,114,nocf,8,0,1,1,0,0,2,0
1703,113,nocf,12,0,1,2,2,0,0,0
1704,115,cf,7,1,2,2,0,2,2,2
1705,115,cf,8,0,1,1,0,0,2,0
1706,113,nocf,13,1,1,1,1,2,0,0
1707,115,cf,9,0,1,1,1,2,1,2
1708,115,cf,11,0,2,0,2,0,2,0
1709,115,cf,13,1,1,1,1,2,0,0
1710,115,cf,14,2,1,1,2,2,1,2
1711,114,nocf,10,1,1,1,1,2,2,2
1712,115,cf,15,0,1,0,2,0,0,0
1713,116,nocf,1,0,0,1,0,0,0,0
1714,116,nocf,2,0,0,2,0,0,0,0
1715,114,nocf,11,1,2,0,2,0,2,0
1716,116,nocf,3,0,1,1,0,0,0,1
1717,116,nocf,7,0,2,2,0,2,2,2
1718,116,nocf,8,0,1,1,0,0,2,0
1719,116,nocf,9,0,1,1,1,2,1,2
1720,116,nocf,11,1,2,0,2,0,2,0
1721,116,nocf,12,1,1,2,2,0,0,0
1722,116,nocf,14,0,1,1,2,2,1,2
1723,116,nocf,15,1,1,0,2,0,0,0
1724,117,cf,1,0,0,1,0,0,0,0
1725,118,nocf,1,0,0,1,0,0,0,0
1726,117,cf,5,1,2,1,0,0,2,2
1727,117,cf,7,1,2,2,0,2,2,2
1728,118,nocf,5,1,2,1,0,0,2,2
1729,117,cf,8,1,1,1,0,0,2,0
1730,118,nocf,6,1,1,1,0,0,2,0
1731,118,nocf,7,1,2,2,0,2,2,2
1732,112,nocf,9,1,1,1,1,2,1,2
1733,111,nocf,15,0,1,0,2,0,0,0
1734,112,nocf,12,0,1,2,2,0,0,0
1735,112,nocf,13,1,1,1,1,2,0,0
1736,112,nocf,14,0,1,1,2,2,1,2
