,user_id,group,decision_rank,decision,left_age,right_age,left_dependents,right_dependents,left_drinking,right_drinking
587,39,cf,6,2,1,1,0,0,2,0
588,35,cf,14,0,1,1,2,2,1,2
589,37,nocf,12,0,1,2,2,0,0,0
590,38,cf,5,1,2,1,0,0,2,2
591,39,cf,7,2,2,2,0,2,2,2
592,39,cf,8,2,1,1,0,0,2,0
593,38,cf,7,1,2,2,0,2,2,2
594,37,nocf,15,0,1,0,2,0,0,0
595,41,cf,2,0,0,2,0,0,0,0
596,39,cf,12,2,1,2,2,0,0,0
597,40,nocf,5,0,2,1,0,0,2,2
598,31,nocf,15,0,1,0,2,0,0,0
599,39,cf,13,1,1,1,1,2,0,0
600,38,cf,9,2,1,1,1,2,1,2
601,41,cf,5,2,2,1,0,0,2,2
602,40,nocf,6,1,1,1,0,0,2,0
603,38,cf,10,2,1,1,1,2,2,2
604,39,cf,15,0,1,0,2,0,0,0
605,40,nocf,7,1,2,2,0,2,2,2
606,38,cf,11,1,2,0,2,0,2,0
607,41,cf,9,2,1,1,1,2,1,2
608,40,nocf,8,1,1,1,0,0,2,0
609,41,cf,11,1,2,0,2,0,2,0
610,41,cf,12,0,1,2,2,0,0,0
611,40,nocf,9,0,1,1,1,2,1,2
612,42,nocf,1,1,0,1,0,0,0,0
613,42,nocf,2,0,0,2,0,0,0,0
614,43,cf,1,2,0,1,0,0,0,0
615,39,cf,14,0,1,1,2,2,1,2
616,41,cf,6,1,1,1,0,0,2,0
617,41,cf,7,2,2,2,0,2,2,2
618,41,cf,8,0,1,1,0,0,2,0
619,38,cf,12,0,1,2,2,0,0,0
620,41,cf,10,2,1,1,1,2,2,2
621,38,cf,13,2,1,1,1,2,0,0
622,38,cf,14,2,1,1,2,2,1,2
623,41,cf,13,2,1,1,1,2,0,0
624,38,cf,15,0,1,0,2,0,0,0
625,41,cf,14,2,1,1,2,2,1,2
626,40,nocf,10,1,1,1,1,2,2,2
627,41,cf,15,2,1,0,2,0,0,0
628,43,cf,2,0,0,2,0,0,0,0
629,42,nocf,4,1,4,1,0,0,0,2
630,40,nocf,11,1,2,0,2,0,2,0
631,43,cf,3,0,1,1,0,0,0,1
632,42,nocf,5,1,2,1,0,0,2,2
633,43,cf,4,0,4,1,0,0,0,2
634,44,nocf,2,0,0,2,0,0,0,0
635,42,nocf,6,1,1,1,0,0,2,0
636,44,nocf,3,0,1,1,0,0,0,1
637,42,nocf,7,0,2,2,0,2,2,2
638,43,cf,7,1,2,2,0,2,2,2
639,42,nocf,8,1,1,1,0,0,2,0
640,40,nocf,13,1,1,1,1,2,0,0
641,42,nocf,9,0,1,1,1,2,1,2
642,45,nocf,1,0,0,1,0,0,0,0
643,42,nocf,10,0,1,1,1,2,2,2
644,40,nocf,14,0,1,1,2,2,1,2
645,42,nocf,11,1,2,0,2,0,2,0
646,43,cf,9,2,1,1,1,2,1,2
647,46,nocf,4,0,4,1,0,0,0,2
648,40,nocf,15,0,1,0,2,0,0,0
649,44,nocf,7,1,2,2,0,2,2,2
650,42,nocf,14,0,1,1,2,2,1,2
651,46,nocf,7,1,2,2,0,2,2,2
652,45,nocf,3,0,1,1,0,0,0,1
653,44,nocf,8,1,1,1,0,0,2,0
654,47,nocf,2,0,0,2,0,0,0,0
655,44,nocf,9,0,1,1,1,2,1,2
656,43,cf,13,1,1,1,1,2,0,0
657,45,nocf,6,1,1,1,0,0,2,0
658,46,nocf,9,0,1,1,1,2,1,2
659,43,cf,14,0,1,1,2,2,1,2
660,48,nocf,1,1,0,1,0,0,0,0
661,44,nocf,10,1,1,1,1,2,2,2
662,42,nocf,3,0,1,1,0,0,0,1
663,44,nocf,1,0,0,1,0,0,0,0
664,40,nocf,12,0,1,2,2,0,0,0
665,43,cf,5,1,2,1,0,0,2,2
666,43,cf,6,1,1,1,0,0,2,0
667,44,nocf,4,0,4,1,0,0,0,2
668,46,nocf,1,0,0,1,0,0,0,0
669,46,nocf,2,0,0,2,0,0,0,0
670,44,nocf,5,1,2,1,0,0,2,2
671,43,cf,8,0,1,1,0,0,2,0
672,46,nocf,3,0,1,1,0,0,0,1
673,44,nocf,6,1,1,1,0,0,2,0
674,42,nocf,12,0,1,2,2,0,0,0
675,46,nocf,5,1,2,1,0,0,2,2
676,47,nocf,1,0,0,1,0,0,0,0
677,45,nocf,2,0,0,2,0,0,0,0
678,43,cf,10,1,1,1,1,2,2,2
679,42,nocf,13,0,1,1,1,2,0,0
680,46,nocf,6,1,1,1,0,0,2,0
681,42,nocf,15,1,1,0,2,0,0,0
682,43,cf,11,2,2,0,2,0,2,0
683,45,nocf,4,1,4,1,0,0,0,2
684,46,nocf,8,0,1,1,0,0,2,0
685,43,cf,12,0,1,2,2,0,0,0
686,45,nocf,5,1,2,1,0,0,2,2
687,45,nocf,7,1,2,2,0,2,2,2
688,46,nocf,10,1,1,1,1,2,2,2
689,45,nocf,8,0,1,1,0,0,2,0
690,45,nocf,9,0,1,1,1,2,1,2
691,48,nocf,2,0,0,2,0,0,0,0
692,46,nocf,14,0,1,1,2,2,1,2
693,45,nocf,11,1,2,0,2,0,2,0
694,49,nocf,2,1,0,2,0,0,0,0
695,48,nocf,4,0,4,1,0,0,0,2
696,45,nocf,13,1,1,1,1,2,0,0
697,48,nocf,5,1,2,1,0,0,2,2
698,50,cf,1,0,0,1,0,0,0,0
699,45,nocf,15,1,1,0,2,0,0,0
700,44,nocf,15,0,1,0,2,0,0,0
701,47,nocf,3,0,1,1,0,0,0,1
702,49,nocf,3,0,1,1,0,0,0,1
703,48,nocf,8,0,1,1,0,0,2,0
704,49,nocf,4,1,4,1,0,0,0,2
705,47,nocf,4,1,4,1,0,0,0,2
706,47,nocf,5,1,2,1,0,0,2,2
707,48,nocf,10,1,1,1,1,2,2,2
708,48,nocf,11,0,2,0,2,0,2,0
709,43,cf,15,0,1,0,2,0,0,0
710,44,nocf,11,1,2,0,2,0,2,0
711,46,nocf,11,1,2,0,2,0,2,0
712,46,nocf,12,1,1,2,2,0,0,0
713,44,nocf,12,0,1,2,2,0,0,0
714,46,nocf,13,1,1,1,1,2,0,0
715,45,nocf,10,1,1,1,1,2,2,2
716,49,nocf,1,1,0,1,0,0,0,0
717,48,nocf,3,0,1,1,0,0,0,1
718,44,nocf,13,1,1,1,1,2,0,0
719,45,nocf,12,0,1,2,2,0,0,0
720,46,nocf,15,0,1,0,2,0,0,0
721,44,nocf,14,0,1,1,2,2,1,2
722,45,nocf,14,0,1,1,2,2,1,2
723,48,nocf,6,1,1,1,0,0,2,0
724,48,nocf,7,1,2,2,0,2,2,2
725,50,cf,2,0,0,2,0,0,0,0
726,48,nocf,9,1,1,1,1,2,1,2
727,50,cf,3,0,1,1,0,0,0,1
728,49,nocf,5,1,2,1,0,0,2,2
729,49,nocf,6,1,1,1,0,0,2,0
730,48,nocf,12,0,1,2,2,0,0,0
731,47,nocf,6,1,1,1,0,0,2,0
732,50,cf,5,1,2,1,0,0,2,2
733,48,nocf,14,0,1,1,2,2,1,2
734,49,nocf,8,0,1,1,0,0,2,0
735,51,cf,1,1,0,1,0,0,0,0
736,50,cf,7,1,2,2,0,2,2,2
737,51,cf,2,1,0,2,0,0,0,0
738,47,nocf,8,0,1,1,0,0,2,0
739,47,nocf,9,0,1,1,1,2,1,2
740,51,cf,5,1,2,1,0,0,2,2
741,51,cf,6,1,1,1,0,0,2,0
742,50,cf,9,1,1,1,1,2,1,2
743,51,cf,7,1,2,2,0,2,2,2
744,52,cf,2,0,0,2,0,0,0,0
745,51,cf,8,1,1,1,0,0,2,0
746,49,nocf,11,1,2,0,2,0,2,0
747,51,cf,9,2,1,1,1,2,1,2
748,52,cf,3,0,1,1,0,0,0,1
749,51,cf,10,2,1,1,1,2,2,2
750,53,cf,1,0,0,1,0,0,0,0
751,50,cf,11,0,2,0,2,0,2,0
752,54,cf,1,2,0,1,0,0,0,0
753,51,cf,14,2,1,1,2,2,1,2
754,50,cf,13,1,1,1,1,2,0,0
755,52,cf,5,1,2,1,0,0,2,2
756,50,cf,4,1,4,1,0,0,0,2
757,49,nocf,7,1,2,2,0,2,2,2
758,48,nocf,13,1,1,1,1,2,0,0
759,50,cf,6,1,1,1,0,0,2,0
760,47,nocf,7,1,2,2,0,2,2,2
761,48,nocf,15,0,1,0,2,0,0,0
762,49,nocf,9,0,1,1,1,2,1,2
763,51,cf,3,0,1,1,0,0,0,1
764,50,cf,8,0,1,1,0,0,2,0
765,51,cf,4,0,4,1,0,0,0,2
766,52,cf,1,0,0,1,0,0,0,0
767,49,nocf,10,1,1,1,1,2,2,2
768,50,cf,10,1,1,1,1,2,2,2
769,49,nocf,12,0,1,2,2,0,0,0
770,47,nocf,10,1,1,1,1,2,2,2
771,51,cf,11,0,2,0,2,0,2,0
772,49,nocf,13,1,1,1,1,2,0,0
773,51,cf,12,1,1,2,2,0,0,0
774,47,nocf,11,1,2,0,2,0,2,0
775,49,nocf,14,0,1,1,2,2,1,2
776,52,cf,4,0,4,1,0,0,0,2
777,53,cf,2,0,0,2,0,0,0,0
778,51,cf,13,2,1,1,1,2,0,0
779,50,cf,12,0,1,2,2,0,0,0
780,55,cf,1,0,0,1,0,0,0,0
781,54,cf,2,2,0,2,0,0,0,0
782,49,nocf,15,0,1,0,2,0,0,0
783,47,nocf,12,0,1,2,2,0,0,0
784,54,cf,3,0,1,1,0,0,0,1
785,51,cf,15,0,1,0,2,0,0,0
786,53,cf,3,0,1,1,0,0,0,1
787,56,nocf,3,0,1,1,0,0,0,1
788,53,cf,4,2,4,1,0,0,0,2
789,54,cf,6,1,1,1,0,0,2,0
790,56,nocf,4,1,4,1,0,0,0,2
791,52,cf,8,0,1,1,0,0,2,0
792,54,cf,7,1,2,2,0,2,2,2
793,47,nocf,15,0,1,0,2,0,0,0
794,56,nocf,5,1,2,1,0,0,2,2
795,55,cf,5,1,2,1,0,0,2,2
796,56,nocf,6,1,1,1,0,0,2,0
797,52,cf,9,1,1,1,1,2,1,2
798,57,nocf,3,0,1,1,0,0,0,1
799,56,nocf,8,0,1,1,0,0,2,0
800,57,nocf,4,1,4,1,0,0,0,2
801,55,cf,7,1,2,2,0,2,2,2
802,58,cf,2,2,0,2,0,0,0,0
803,55,cf,2,0,0,2,0,0,0,0
804,54,cf,4,1,4,1,0,0,0,2
805,56,nocf,1,0,0,1,0,0,0,0
806,47,nocf,13,1,1,1,1,2,0,0
807,52,cf,6,1,1,1,0,0,2,0
808,50,cf,14,0,1,1,2,2,1,2
809,56,nocf,2,0,0,2,0,0,0,0
810,55,cf,3,0,1,1,0,0,0,1
811,54,cf,5,2,2,1,0,0,2,2
812,47,nocf,14,0,1,1,2,2,1,2
813,52,cf,7,1,2,2,0,2,2,2
814,50,cf,15,0,1,0,2,0,0,0
815,57,nocf,1,0,0,1,0,0,0,0
816,53,cf,5,1,2,1,0,0,2,2
817,55,cf,4,2,4,1,0,0,0,2
818,57,nocf,2,0,0,2,0,0,0,0
819,53,cf,6,1,1,1,0,0,2,0
820,54,cf,8,0,1,1,0,0,2,0
821,53,cf,7,1,2,2,0,2,2,2
822,58,cf,1,2,0,1,0,0,0,0
823,54,cf,9,1,1,1,1,2,1,2
824,56,nocf,7,1,2,2,0,2,2,2
825,55,cf,6,1,1,1,0,0,2,0
826,54,cf,10,1,1,1,1,2,2,2
827,53,cf,8,2,1,1,0,0,2,0
828,52,cf,10,1,1,1,1,2,2,2
829,54,cf,11,2,2,0,2,0,2,0
830,53,cf,9,2,1,1,1,2,1,2
831,54,cf,13,2,1,1,1,2,0,0
832,53,cf,10,2,1,1,1,2,2,2
833,54,cf,14,0,1,1,2,2,1,2
834,57,nocf,7,1,2,2,0,2,2,2
835,59,cf,3,0,1,1,0,0,0,1
836,57,nocf,8,0,1,1,0,0,2,0
837,58,cf,4,1,4,1,0,0,0,2
838,52,cf,13,0,1,1,1,2,0,0
839,57,nocf,9,0,1,1,1,2,1,2
840,57,nocf,10,1,1,1,1,2,2,2
841,55,cf,9,0,1,1,1,2,1,2
842,59,cf,5,2,2,1,0,0,2,2
843,52,cf,14,0,1,1,2,2,1,2
844,57,nocf,11,1,2,0,2,0,2,0
845,55,cf,10,1,1,1,1,2,2,2
846,52,cf,15,0,1,0,2,0,0,0
847,55,cf,11,1,2,0,2,0,2,0
848,57,nocf,13,1,1,1,1,2,0,0
849,56,nocf,10,1,1,1,1,2,2,2
850,54,cf,12,0,1,2,2,0,0,0
851,57,nocf,5,1,2,1,0,0,2,2
852,59,cf,1,0,0,1,0,0,0,0
853,55,cf,8,1,1,1,0,0,2,0
854,52,cf,11,1,2,0,2,0,2,0
855,57,nocf,6,1,1,1,0,0,2,0
856,58,cf,3,2,1,1,0,0,0,1
857,59,cf,2,0,0,2,0,0,0,0
858,53,cf,11,1,2,0,2,0,2,0
859,52,cf,12,0,1,2,2,0,0,0
860,54,cf,15,0,1,0,2,0,0,0
861,53,cf,12,0,1,2,2,0,0,0
862,53,cf,13,1,1,1,1,2,0,0
863,59,cf,4,2,4,1,0,0,0,2
864,53,cf,14,0,1,1,2,2,1,2
865,58,cf,5,2,2,1,0,0,2,2
866,59,cf,6,1,1,1,0,0,2,0
867,53,cf,15,0,1,0,2,0,0,0
868,58,cf,6,1,1,1,0,0,2,0
869,57,nocf,12,0,1,2,2,0,0,0
870,56,nocf,9,0,1,1,1,2,1,2
871,58,cf,7,2,2,2,0,2,2,2
872,59,cf,7,1,2,2,0,2,2,2
873,56,nocf,11,1,2,0,2,0,2,0
874,57,nocf,14,1,1,1,2,2,1,2
875,56,nocf,12,0,1,2,2,0,0,0
876,59,cf,8,2,1,1,0,0,2,0
877,56,nocf,13,1,1,1,1,2,0,0
878,59,cf,9,2,1,1,1,2,1,2
879,59,cf,10,2,1,1,1,2,2,2
880,56,nocf,15,1,1,0,2,0,0,0
881,59,cf,11,1,2,0,2,0,2,0
882,58,cf,9,2,1,1,1,2,1,2
883,60,nocf,1,1,0,1,0,0,0,0
884,59,cf,12,0,1,2,2,0,0,0
885,59,cf,13,2,1,1,1,2,0,0
886,55,cf,14,0,1,1,2,2,1,2
887,60,nocf,2,0,0,2,0,0,0,0
888,60,nocf,4,0,4,1,0,0,0,2
889,60,nocf,5,1,2,1,0,0,2,2
890,58,cf,11,2,2,0,2,0,2,0
891,60,nocf,6,1,1,1,0,0,2,0
892,58,cf,12,2,1,2,2,0,0,0
893,60,nocf,8,0,1,1,0,0,2,0
894,60,nocf,10,1,1,1,1,2,2,2
895,60,nocf,11,1,2,0,2,0,2,0
896,58,cf,15,2,1,0,2,0,0,0
897,55,cf,12,0,1,2,2,0,0,0
898,57,nocf,15,0,1,0,2,0,0,0
899,56,nocf,14,0,1,1,2,2,1,2
900,58,cf,8,0,1,1,0,0,2,0
901,55,cf,13,1,1,1,1,2,0,0
902,59,cf,14,0,1,1,2,2,1,2
903,60,nocf,3,0,1,1,0,0,0,1
904,59,cf,15,2,1,0,2,0,0,0
905,55,cf,15,0,1,0,2,0,0,0
906,58,cf,10,2,1,1,1,2,2,2
907,60,nocf,7,1,2,2,0,2,2,2
908,58,cf,13,2,1,1,1,2,0,0
909,60,nocf,9,0,1,1,1,2,1,2
910,58,cf,14,2,1,1,2,2,1,2
911,61,nocf,1,1,0,1,0,0,0,0
912,60,nocf,12,0,1,2,2,0,0,0
913,60,nocf,13,1,1,1,1,2,0,0
914,62,nocf,2,1,0,2,0,0,0,0
915,61,nocf,2,1,0,2,0,0,0,0
916,62,nocf,4,0,4,1,0,0,0,2
917,62,nocf,5,1,2,1,0,0,2,2
918,62,nocf,6,1,1,1,0,0,2,0
919,61,nocf,4,1,4,1,0,0,0,2
920,63,nocf,1,0,0,1,0,0,0,0
921,62,nocf,9,0,1,1,1,2,1,2
922,62,nocf,10,1,1,1,1,2,2,2
923,61,nocf,6,1,1,1,0,0,2,0
924,63,nocf,3,0,1,1,0,0,0,1
925,62,nocf,11,1,2,0,2,0,2,0
926,63,nocf,4,0,4,1,0,0,0,2
927,62,nocf,13,1,1,1,1,2,0,0
928,63,nocf,5,1,2,1,0,0,2,2
929,62,nocf,15,0,1,0,2,0,0,0
930,61,nocf,9,1,1,1,1,2,1,2
931,61,nocf,10,1,1,1,1,2,2,2
932,63,nocf,9,0,1,1,1,2,1,2
933,63,nocf,10,1,1,1,1,2,2,2
934,64,cf,1,2,0,1,0,0,0,0
935,61,nocf,12,0,1,2,2,0,0,0
936,64,cf,2,0,0,2,0,0,0,0
937,64,cf,3,0,1,1,0,0,0,1
938,63,nocf,13,1,1,1,1,2,0,0
939,62,nocf,1,1,0,1,0,0,0,0
940,60,nocf,14,0,1,1,2,2,1,2
941,62,nocf,3,0,1,1,0,0,0,1
942,60,nocf,15,0,1,0,2,0,0,0
943,61,nocf,3,0,1,1,0,0,0,1
944,62,nocf,7,1,2,2,0,2,2,2
945,62,nocf,8,0,1,1,0,0,2,0
946,61,nocf,5,1,2,1,0,0,2,2
947,63,nocf,2,0,0,2,0,0,0,0
948,62,nocf,12,0,1,2,2,0,0,0
949,61,nocf,7,1,2,2,0,2,2,2
950,61,nocf,8,0,1,1,0,0,2,0
951,62,nocf,14,0,1,1,2,2,1,2
952,63,nocf,6,1,1,1,0,0,2,0
953,63,nocf,7,1,2,2,0,2,2,2
954,63,nocf,8,0,1,1,0,0,2,0
955,61,nocf,11,0,2,0,2,0,2,0
956,63,nocf,11,0,2,0,2,0,2,0
957,63,nocf,12,0,1,2,2,0,0,0
958,61,nocf,13,1,1,1,1,2,0,0
959,63,nocf,14,0,1,1,2,2,1,2
960,64,cf,4,2,4,1,0,0,0,2
961,61,nocf,14,0,1,1,2,2,1,2
962,63,nocf,15,0,1,0,2,0,0,0
963,64,cf,5,2,2,1,0,0,2,2
964,61,nocf,15,0,1,0,2,0,0,0
965,64,cf,6,1,1,1,0,0,2,0
966,64,cf,7,2,2,2,0,2,2,2
967,64,cf,8,1,1,1,0,0,2,0
968,64,cf,9,2,1,1,1,2,1,2
969,64,cf,10,2,1,1,1,2,2,2
970,64,cf,11,1,2,0,2,0,2,0
971,64,cf,12,0,1,2,2,0,0,0
972,64,cf,13,1,1,1,1,2,0,0
973,64,cf,14,0,1,1,2,2,1,2
974,64,cf,15,0,1,0,2,0,0,0
975,65,nocf,1,0,0,1,0,0,0,0
976,65,nocf,2,0,0,2,0,0,0,0
977,65,nocf,3,0,1,1,0,0,0,1
978,65,nocf,4,1,4,1,0,0,0,2
979,65,nocf,5,1,2,1,0,0,2,2
980,65,nocf,6,1,1,1,0,0,2,0
981,65,nocf,7,1,2,2,0,2,2,2
982,65,nocf,8,1,1,1,0,0,2,0
983,65,nocf,9,0,1,1,1,2,1,2
984,65,nocf,10,1,1,1,1,2,2,2
985,65,nocf,11,1,2,0,2,0,2,0
986,65,nocf,12,0,1,2,2,0,0,0
987,66,nocf,1,0,0,1,0,0,0,0
988,65,nocf,13,1,1,1,1,2,0,0
989,67,cf,1,0,0,1,0,0,0,0
990,65,nocf,14,0,1,1,2,2,1,2
991,68,cf,3,2,1,1,0,0,0,1
992,66,nocf,3,0,1,1,0,0,0,1
993,66,nocf,5,0,2,1,0,0,2,2
994,69,cf,1,2,0,1,0,0,0,0
995,68,cf,5,2,2,1,0,0,2,2
996,67,cf,2,1,0,2,0,0,0,0
997,66,nocf,7,0,2,2,0,2,2,2
998,68,cf,6,1,1,1,0,0,2,0
999,69,cf,2,2,0,2,0,0,0,0
1000,68,cf,7,2,2,2,0,2,2,2
1001,67,cf,3,0,1,1,0,0,0,1
1002,69,cf,4,1,4,1,0,0,0,2
1003,66,nocf,15,0,1,0,2,0,0,0
1004,68,cf,9,2,1,1,1,2,1,2
1005,68,cf,10,2,1,1,1,2,2,2
1006,70,cf,2,0,0,2,0,0,0,0
1007,68,cf,11,2,2,0,2,0,2,0
1008,68,cf,12,0,1,2,2,0,0,0
1009,70,cf,3,0,1,1,0,0,0,1
1010,70,cf,4,1,4,1,0,0,0,2
1011,68,cf,14,2,1,1,2,2,1,2
1012,71,cf,1,2,0,1,0,0,0,0
1013,72,nocf,2,0,0,2,0,0,0,0
1014,68,cf,15,2,1,0,2,0,0,0
1015,72,nocf,3,0,1,1,0,0,0,1
1016,71,cf,2,0,0,2,0,0,0,0
1017,72,nocf,5,1,2,1,0,0,2,2
1018,70,cf,6,1,1,1,0,0,2,0
1019,69,cf,5,2,2,1,0,0,2,2
1020,72,nocf,6,1,1,1,0,0,2,0
1021,72,nocf,7,1,2,2,0,2,2,2
1022,70,cf,7,2,2,2,0,2,2,2
1023,69,cf,6,2,1,1,0,0,2,0
1024,71,cf,5,2,2,1,0,0,2,2
1025,72,nocf,10,1,1,1,1,2,2,2
1026,71,cf,6,1,1,1,0,0,2,0
1027,70,cf,8,1,1,1,0,0,2,0
1028,72,nocf,11,0,2,0,2,0,2,0
1029,69,cf,7,2,2,2,0,2,2,2
1030,72,nocf,13,1,1,1,1,2,0,0
1031,69,cf,8,0,1,1,0,0,2,0
1032,70,cf,9,0,1,1,1,2,1,2
1033,68,cf,1,2,0,1,0,0,0,0
1034,66,nocf,2,0,0,2,0,0,0,0
1035,68,cf,2,0,0,2,0,0,0,0
1036,66,nocf,4,0,4,1,0,0,0,2
1037,68,cf,4,1,4,1,0,0,0,2
1038,65,nocf,15,0,1,0,2,0,0,0
1039,66,nocf,6,0,1,1,0,0,2,0
1040,66,nocf,8,0,1,1,0,0,2,0
1041,66,nocf,9,0,1,1,1,2,1,2
1042,66,nocf,10,0,1,1,1,2,2,2
1043,69,cf,3,2,1,1,0,0,0,1
1044,66,nocf,11,0,2,0,2,0,2,0
1045,66,nocf,12,0,1,2,2,0,0,0
1046,68,cf,8,0,1,1,0,0,2,0
1047,66,nocf,13,0,1,1,1,2,0,0
1048,67,cf,4,1,4,1,0,0,0,2
1049,66,nocf,14,0,1,1,2,2,1,2
1050,70,cf,1,2,0,1,0,0,0,0
1051,68,cf,13,2,1,1,1,2,0,0
1052,72,nocf,1,0,0,1,0,0,0,0
1053,70,cf,5,1,2,1,0,0,2,2
1054,72,nocf,4,1,4,1,0,0,0,2
1055,67,cf,5,1,2,1,0,0,2,2
1056,71,cf,3,0,1,1,0,0,0,1
1057,71,cf,4,0,4,1,0,0,0,2
1058,72,nocf,8,0,1,1,0,0,2,0
1059,67,cf,6,1,1,1,0,0,2,0
1060,72,nocf,9,1,1,1,1,2,1,2
1061,67,cf,7,2,2,2,0,2,2,2
1062,73,nocf,1,0,0,1,0,0,0,0
1063,72,nocf,12,0,1,2,2,0,0,0
1064,71,cf,7,1,2,2,0,2,2,2
1065,72,nocf,14,0,1,1,2,2,1,2
1066,73,nocf,2,0,0,2,0,0,0,0
1067,70,cf,10,2,1,1,1,2,2,2
1068,67,cf,8,0,1,1,0,0,2,0
1069,69,cf,10,2,1,1,1,2,2,2
1070,70,cf,11,1,2,0,2,0,2,0
1071,69,cf,11,2,2,0,2,0,2,0
1072,73,nocf,3,0,1,1,0,0,0,1
1073,73,nocf,4,1,4,1,0,0,0,2
1074,69,cf,13,2,1,1,1,2,0,0
1075,69,cf,15,2,1,0,2,0,0,0
1076,67,cf,10,2,1,1,1,2,2,2
1077,71,cf,14,0,1,1,2,2,1,2
1078,73,nocf,6,1,1,1,0,0,2,0
1079,73,nocf,7,1,2,2,0,2,2,2
1080,72,nocf,15,0,1,0,2,0,0,0
1081,69,cf,9,2,1,1,1,2,1,2
1082,71,cf,8,0,1,1,0,0,2,0
1083,71,cf,9,0,1,1,1,2,1,2
1084,69,cf,12,2,1,2,2,0,0,0
1085,71,cf,10,2,1,1,1,2,2,2
1086,67,cf,9,0,1,1,1,2,1,2
1087,70,cf,12,2,1,2,2,0,0,0
1088,71,cf,11,1,2,0,2,0,2,0
1089,69,cf,14,2,1,1,2,2,1,2
1090,73,nocf,5,1,2,1,0,0,2,2
1091,71,cf,12,0,1,2,2,0,0,0
1092,70,cf,13,2,1,1,1,2,0,0
1093,71,cf,13,1,1,1,1,2,0,0
1094,70,cf,14,0,1,1,2,2,1,2
1095,71,cf,15,2,1,0,2,0,0,0
1096,70,cf,15,2,1,0,2,0,0,0
1097,73,nocf,8,0,1,1,0,0,2,0
1098,73,nocf,9,0,1,1,1,2,1,2
1099,73,nocf,10,1,1,1,1,2,2,2
1100,73,nocf,11,1,2,0,2,0,2,0
1101,73,nocf,12,0,1,2,2,0,0,0
1102,67,cf,13,2,1,1,1,2,0,0
1103,73,nocf,13,1,1,1,1,2,0,0
1104,67,cf,14,0,1,1,2,2,1,2
1105,74,nocf,1,1,0,1,0,0,0,0
1106,75,nocf,4,1,4,1,0,0,0,2
1107,75,nocf,5,1,2,1,0,0,2,2
1108,74,nocf,3,0,1,1,0,0,0,1
1109,74,nocf,5,1,2,1,0,0,2,2
1110,74,nocf,6,1,1,1,0,0,2,0
1111,75,nocf,7,1,2,2,0,2,2,2
1112,74,nocf,7,1,2,2,0,2,2,2
1113,74,nocf,8,0,1,1,0,0,2,0
1114,74,nocf,9,0,1,1,1,2,1,2
1115,75,nocf,9,0,1,1,1,2,1,2
1116,74,nocf,11,1,2,0,2,0,2,0
1117,75,nocf,11,1,2,0,2,0,2,0
1118,75,nocf,13,1,1,1,1,2,0,0
1119,74,nocf,15,0,1,0,2,0,0,0
1120,76,cf,4,1,4,1,0,0,0,2
1121,76,cf,5,1,2,1,0,0,2,2
1122,76,cf,6,1,1,1,0,0,2,0
1123,76,cf,7,2,2,2,0,2,2,2
1124,76,cf,8,0,1,1,0,0,2,0
1125,76,cf,9,0,1,1,1,2,1,2
1126,76,cf,13,2,1,1,1,2,0,0
1127,67,cf,11,1,2,0,2,0,2,0
1128,67,cf,12,0,1,2,2,0,0,0
1129,73,nocf,14,0,1,1,2,2,1,2
1130,73,nocf,15,0,1,0,2,0,0,0
1131,67,cf,15,1,1,0,2,0,0,0
1132,75,nocf,1,1,0,1,0,0,0,0
1133,75,nocf,2,0,0,2,0,0,0,0
1134,75,nocf,3,0,1,1,0,0,0,1
1135,74,nocf,2,1,0,2,0,0,0,0
1136,74,nocf,4,0,4,1,0,0,0,2
1137,75,nocf,6,1,1,1,0,0,2,0
1138,75,nocf,8,0,1,1,0,0,2,0
1139,74,nocf,10,1,1,1,1,2,2,2
1140,75,nocf,10,0,1,1,1,2,2,2
1141,75,nocf,12,0,1,2,2,0,0,0
1142,74,nocf,12,1,1,2,2,0,0,0
1143,74,nocf,13,1,1,1,1,2,0,0
1144,74,nocf,14,0,1,1,2,2,1,2
1145,75,nocf,14,0,1,1,2,2,1,2
1146,75,nocf,15,0,1,0,2,0,0,0
1147,76,cf,1,1,0,1,0,0,0,0
1148,76,cf,2,0,0,2,0,0,0,0
1149,76,cf,3,2,1,1,0,0,0,1
1150,76,cf,10,2,1,1,1,2,2,2
1151,76,cf,11,1,2,0,2,0,2,0
1152,76,cf,12,0,1,2,2,0,0,0
1153,76,cf,14,2,1,1,2,2,1,2
1154,77,cf,2,0,0,2,0,0,0,0
1155,77,cf,4,2,4,1,0,0,0,2
1156,77,cf,6,2,1,1,0,0,2,0
1157,78,nocf,1,1,0,1,0,0,0,0
1158,79,cf,1,0,0,1,0,0,0,0
1159,78,nocf,3,0,1,1,0,0,0,1
1160,79,cf,2,0,0,2,0,0,0,0
1161,78,nocf,4,0,4,1,0,0,0,2
1162,80,cf,3,0,1,1,0,0,0,1
1163,77,cf,10,2,1,1,1,2,2,2
1164,77,cf,11,1,2,0,2,0,2,0
1165,78,nocf,6,1,1,1,0,0,2,0
1166,79,cf,5,1,2,1,0,0,2,2
1167,77,cf,12,0,1,2,2,0,0,0
1168,79,cf,6,1,1,1,0,0,2,0
1169,77,cf,13,2,1,1,1,2,0,0
1170,78,nocf,7,1,2,2,0,2,2,2
1171,79,cf,7,1,2,2,0,2,2,2
