,user_id,decision,decision_rank,left_1,left_2,left_3,right_1,right_2,right_3,delay
174,4,1,28,59,4,1,29,3,2,46483
175,4,0,16,60,3,1,65,4,0,14031
176,4,1,15,41,4,0,52,2,1,5356
177,4,1,0,30,1,1,47,4,1,89273
178,4,0,8,43,4,1,70,5,0,9711
179,4,0,36,30,3,2,35,5,1,3487
180,4,0,42,44,1,2,64,1,1,2416
181,4,2,31,43,2,0,70,3,0,3501
182,4,0,1,68,3,2,53,4,2,11552
183,4,2,41,58,3,0,42,4,0,5928
184,4,1,35,61,5,1,33,1,2,7151
185,4,2,12,30,3,2,52,3,2,11614
186,4,0,7,66,4,1,48,2,0,9294
187,4,0,40,54,4,2,32,2,1,3112
188,4,2,29,47,1,2,27,5,2,6594
189,4,1,5,32,3,0,55,1,2,23542
190,4,0,26,36,3,2,29,5,0,4500
191,4,1,24,52,4,1,27,4,2,4503
192,4,0,33,59,5,2,44,5,0,3538
193,4,0,38,49,2,1,26,3,0,3099
194,4,1,39,57,3,1,26,3,2,2867
195,4,0,2,53,5,1,49,4,0,7220
196,4,1,6,51,3,0,25,1,2,13437
197,4,0,22,42,5,2,49,5,0,5487
198,4,0,20,48,5,0,68,1,0,6796
199,4,2,23,30,4,1,28,2,1,5496
200,4,0,13,27,3,2,43,1,1,80285
201,5,1,19,56,5,1,59,2,1,4088
202,5,0,23,33,1,2,25,5,2,3639
203,5,1,26,63,5,1,68,3,1,5568
204,5,1,29,59,2,0,39,3,2,3503
205,5,1,25,56,5,0,28,5,1,2248
206,5,0,38,42,3,0,64,4,0,3136
207,5,0,4,29,3,0,45,1,1,8952
208,5,0,17,25,2,1,52,5,1,3264
209,5,1,1,35,3,0,32,3,1,5265
210,5,0,6,42,2,0,47,5,1,7977
211,5,0,0,37,3,0,57,3,0,38477
212,5,0,10,43,4,0,54,3,0,6872
213,5,2,8,26,1,1,33,1,2,9512
214,5,0,5,34,3,2,56,4,1,4776
215,5,0,28,46,4,1,51,4,1,3161
216,5,0,39,26,1,2,50,5,0,2984
217,5,0,42,48,4,0,61,4,0,3344
218,5,1,30,51,5,2,58,4,0,6304
219,5,0,35,48,2,1,45,2,0,3354
220,5,0,34,46,2,2,59,4,0,2719
221,5,0,27,62,2,0,54,5,0,3232
222,5,1,20,43,5,2,36,5,1,4072
223,5,0,18,25,3,2,57,3,1,3360
224,5,1,22,45,3,0,53,1,2,4801
225,5,1,24,70,4,0,27,5,1,3888
226,5,1,13,61,4,2,62,1,2,3960
227,5,1,7,50,2,0,47,3,2,5359
228,5,1,11,53,3,1,51,4,2,4112
229,5,0,21,50,4,1,60,5,1,5608
230,5,1,14,55,2,2,40,1,0,13008
231,5,0,33,44,2,1,41,1,0,5352
232,5,0,43,44,4,2,37,5,0,3200
233,5,0,31,29,4,1,52,3,0,8384
234,5,0,36,35,4,1,55,4,1,4015
235,5,0,41,60,5,1,60,5,0,4072
236,5,0,2,53,3,1,48,3,0,5679
237,5,1,12,67,1,2,36,2,2,3120
238,5,1,37,37,5,0,31,3,1,3072
239,5,1,15,42,5,2,34,2,2,3880
240,5,2,9,47,4,2,39,5,2,8368
241,6,0,41,49,1,2,34,4,2,10581
242,6,1,2,29,4,2,62,1,2,22058
243,6,0,8,45,3,1,51,4,0,19518
244,6,1,9,59,5,2,66,2,1,11528
245,6,2,30,30,1,1,41,2,2,19969
246,6,0,38,37,4,2,49,2,0,11983
247,6,0,22,46,3,2,33,5,0,10054
248,6,0,39,48,1,1,38,2,0,11043
249,6,1,10,42,5,1,63,2,0,15187
250,6,0,13,33,1,0,39,4,0,9988
251,6,0,5,40,3,2,43,3,1,12170
252,6,0,20,35,2,2,28,3,2,11196
253,6,0,17,64,4,2,54,4,1,11963
254,6,0,4,50,2,2,52,4,0,8382
255,6,0,27,49,2,2,57,4,1,9894
256,6,0,16,44,2,0,38,3,0,14010
257,6,1,28,42,1,0,42,3,2,13411
258,6,0,1,32,2,2,51,4,1,15438
259,6,0,36,35,5,1,44,3,0,13692
260,6,1,31,33,5,0,68,2,1,11555
261,6,0,0,31,2,2,50,3,2,31316
262,6,0,12,54,1,2,67,5,2,21246
263,6,0,7,30,2,1,38,4,2,14151
264,6,0,24,50,4,2,68,3,1,17896
265,6,2,14,32,4,2,53,1,1,31130
266,6,0,3,32,5,2,38,4,0,14274
267,6,1,21,53,2,0,28,3,1,11383
268,6,1,40,61,2,0,32,1,0,15805
269,6,1,18,38,2,0,51,2,0,14445
270,6,1,35,70,2,1,49,1,1,15929
271,6,0,42,51,4,1,65,2,0,17423
272,6,0,32,32,3,2,59,4,2,10716
273,6,0,29,43,1,1,67,4,0,10663
274,6,0,33,61,3,1,57,5,1,9113
275,6,1,26,58,2,2,62,1,2,18550
276,6,0,37,53,1,1,68,2,0,10535
277,6,1,43,57,4,0,61,1,2,10634
278,6,0,6,53,4,1,35,5,0,11725
279,6,1,25,30,5,1,52,5,2,9967
280,6,0,19,34,2,1,30,5,1,11948
281,7,0,13,36,5,1,48,5,1,3608
282,7,0,2,27,3,2,44,1,1,2104
283,7,1,35,67,3,1,48,1,1,3541
284,7,1,8,63,4,2,42,5,1,3271
285,7,0,34,60,5,0,66,1,2,11017
286,7,0,5,42,4,1,45,2,2,2048
287,7,1,11,59,2,1,45,5,0,2903
288,7,1,41,70,3,1,52,4,2,2189
289,7,1,38,65,5,0,35,3,1,2136
290,7,1,9,67,1,0,54,2,1,2152
291,7,0,17,52,4,0,65,1,0,2246
292,7,0,21,60,5,0,62,3,0,2451
293,7,1,28,64,4,2,61,4,0,2193
294,7,1,7,68,1,1,60,2,0,2655
295,7,1,14,60,4,0,28,4,1,2152
296,7,0,27,58,4,1,60,1,2,2350
297,7,0,10,30,2,2,36,4,0,2450
298,7,1,18,47,5,0,39,5,2,2635
299,7,1,19,67,2,1,25,2,1,2190
300,7,0,31,62,4,0,67,4,2,2723
301,7,0,3,36,5,2,36,3,2,2688
302,7,1,12,57,5,0,33,4,2,2167
303,7,1,25,67,4,1,54,5,2,2508
304,7,1,6,50,1,2,43,4,0,2002
305,7,0,16,62,1,0,70,4,2,2120
306,7,0,39,30,1,1,40,4,1,2458
307,7,0,23,53,5,1,62,4,2,2791
308,7,0,30,27,3,2,48,2,1,4161
309,7,0,0,41,2,2,45,2,1,15204
310,7,0,20,26,4,0,42,5,0,2517
311,7,0,40,33,4,2,51,4,1,2248
312,7,1,22,36,5,1,34,1,0,2341
313,7,1,32,54,3,2,41,5,1,2310
314,7,0,36,32,2,2,68,3,2,2481
315,7,0,29,35,4,2,60,2,1,2150
316,7,0,43,30,5,0,52,4,1,2312
317,7,1,24,50,5,1,41,4,2,2132
318,7,1,37,43,5,2,42,2,1,27250
319,7,0,1,37,3,0,38,1,0,2561
320,7,0,33,30,4,2,36,3,2,3728
321,8,2,18,67,3,0,69,2,0,4068
322,8,2,39,32,5,0,47,4,0,3874
323,8,0,6,48,1,2,49,4,0,5629
324,8,1,1,49,5,0,39,4,1,8186
325,8,1,12,46,5,0,35,1,0,4496
326,8,0,10,35,4,2,64,4,1,5404
327,8,0,17,30,3,0,66,2,0,3804
328,8,2,26,42,4,1,62,3,2,7466
329,8,2,22,30,5,2,52,2,0,8254
330,8,2,13,26,5,0,31,5,0,7336
331,8,0,37,41,1,2,36,5,2,6586
332,8,2,14,35,4,1,63,5,0,4116
333,8,2,2,50,2,1,46,4,1,4256
334,8,2,16,55,3,0,66,5,0,5043
335,8,1,29,44,2,1,27,1,1,4458
336,8,1,35,70,3,0,45,1,0,4161
337,8,2,31,65,3,2,69,4,1,5370
338,8,0,36,63,1,1,46,4,1,3578
339,8,2,28,45,2,0,26,5,2,4458
340,8,1,24,69,2,0,55,5,2,3398
341,8,1,21,57,4,2,32,2,2,6649
342,8,1,34,70,4,0,48,4,0,3540
343,8,0,19,39,1,2,69,3,1,3804
344,8,2,8,61,4,2,60,5,2,6018
345,8,1,15,27,4,1,35,4,2,5193
346,8,2,4,59,3,0,35,4,0,6844
347,8,1,11,38,1,0,29,3,1,6018
348,8,2,33,38,3,0,30,4,1,4209
349,8,2,27,42,5,1,68,4,1,3508
350,8,2,0,28,5,0,62,2,1,32047
351,8,2,23,51,4,2,38,5,2,4436
352,8,0,32,56,1,2,70,3,2,17217
353,8,0,25,38,1,1,35,3,2,3414
354,8,1,42,66,4,1,28,4,0,4202
355,8,0,3,53,2,2,67,3,1,7624
356,8,2,9,44,2,0,40,2,0,9448
357,8,1,43,44,3,1,28,2,0,4714
358,8,1,40,64,4,0,55,2,1,3890
359,8,2,7,59,2,2,63,3,0,8527
360,8,2,41,62,4,2,65,3,2,3966
361,9,1,19,60,4,2,48,4,2,1877
362,9,0,24,41,4,1,43,1,0,2492
363,9,0,26,57,1,1,59,2,2,2530
364,9,0,2,58,2,1,67,1,1,182747
365,9,0,3,52,3,2,61,5,2,4026
366,9,1,20,58,3,2,31,3,2,1789
367,9,1,5,58,2,1,47,1,1,6057
368,9,0,9,31,2,0,58,3,2,2191
369,9,1,11,70,2,2,49,5,2,1902
370,9,0,35,30,4,1,32,3,0,1956
371,9,1,31,40,5,1,39,3,1,1994
372,9,0,13,43,1,0,49,5,1,6140
373,9,0,6,43,1,1,54,2,0,3442
374,9,1,14,47,4,1,42,4,0,2004
375,9,0,12,29,2,2,58,3,2,3009
376,9,1,32,43,2,1,25,5,1,2032
377,9,0,36,38,4,1,62,3,1,1696
378,9,1,17,66,4,1,29,4,1,2093
379,9,1,38,53,4,0,45,3,0,2029
380,9,1,22,58,5,2,27,5,1,2899
381,9,1,8,56,3,1,46,3,2,2155
382,9,0,27,34,4,1,42,4,0,5386
383,9,0,39,55,2,2,62,5,1,3505
384,9,1,40,56,1,2,39,2,2,2428
385,9,0,41,29,4,2,70,4,1,1602
386,9,2,4,55,3,2,50,4,2,5937
387,9,0,0,60,5,2,56,2,0,11971
388,9,1,25,44,2,0,31,1,0,2135
389,9,0,43,59,3,0,61,5,2,1780
390,9,0,15,28,1,1,68,5,2,17361
391,9,1,42,67,2,1,62,3,0,1857
392,9,1,28,65,5,2,47,1,0,6058
393,9,0,10,66,1,2,70,5,2,2402
394,9,0,29,32,1,0,66,1,2,1727
395,9,0,33,44,4,0,49,4,1,8676
396,9,0,18,57,2,2,66,4,2,2323
397,9,0,37,56,4,0,59,1,1,2327
398,9,0,23,43,1,0,70,2,1,2141
399,9,1,21,45,5,2,31,5,2,2128
400,9,0,1,45,1,1,49,3,1,4387
401,10,1,36,43,3,0,44,2,2,6832
402,10,0,16,54,2,1,49,2,1,7704
403,10,0,0,68,3,0,29,1,0,136751
404,10,0,11,60,3,0,57,3,0,4432
405,10,0,34,64,1,2,31,1,0,4206
406,10,0,15,34,4,1,49,2,0,3931
407,10,0,41,58,5,2,51,1,2,5000
408,10,1,30,31,5,0,58,4,0,4768
409,10,0,32,37,2,2,60,5,0,2872
410,10,1,12,37,4,0,69,2,0,5643
411,10,1,24,68,1,2,70,2,2,3904
412,10,2,29,40,3,1,42,2,1,5987
413,10,0,7,42,2,2,57,2,1,4616
414,10,0,9,52,3,1,39,3,0,4999
415,10,0,23,57,1,2,44,2,0,3544
416,10,1,1,38,1,1,53,3,1,9791
417,10,1,40,40,5,0,64,2,1,3263
418,10,0,14,33,2,2,25,3,2,3472
419,10,0,3,66,4,1,48,5,0,6992
420,10,0,31,59,4,1,27,1,0,4208
421,10,1,22,69,1,0,65,2,2,3568
422,10,0,25,69,4,2,51,4,0,3224
423,10,0,2,46,4,2,54,1,1,6592
424,10,1,28,57,1,1,66,4,2,4624
425,10,1,35,48,5,0,67,5,2,3408
426,10,0,42,40,5,2,68,5,1,4305
427,10,1,4,35,2,0,49,5,2,3793
428,10,1,27,62,5,1,60,3,2,3160
429,10,0,17,63,3,0,36,5,0,3865
430,10,0,33,65,3,2,48,2,1,12906
431,10,0,6,29,4,2,67,4,0,3896
432,10,1,21,47,4,1,69,3,2,4021
433,10,1,13,51,5,0,66,2,0,5461
434,10,1,39,62,5,1,35,5,2,2713
435,10,1,20,28,3,0,60,4,1,4451
436,10,1,43,50,5,0,58,5,2,2400
437,10,1,10,61,1,1,55,4,2,3816
438,10,0,37,62,4,2,31,4,2,3367
439,10,1,19,28,1,2,27,3,2,8288
440,10,0,5,67,5,2,39,4,2,7215
441,11,1,4,68,3,0,39,2,0,8840
442,11,2,3,63,4,2,65,5,1,6338
443,11,1,39,51,4,1,52,1,1,6094
444,11,2,28,32,5,2,58,4,2,4103
445,11,2,40,32,5,1,40,1,0,6787
446,11,1,18,28,5,0,43,4,1,10009
447,11,1,13,64,5,2,49,1,1,5403
448,11,1,19,35,4,0,68,4,2,7421
449,11,0,43,34,4,2,67,1,1,5940
450,11,1,16,40,4,0,54,1,2,4756
451,11,1,27,67,3,2,32,1,1,5098
452,11,0,36,42,1,1,30,2,0,4028
453,11,0,41,54,1,2,32,5,1,7276
454,11,2,25,63,4,1,26,3,0,5515
455,11,0,30,33,1,1,54,3,0,3814
456,11,0,38,31,4,1,67,1,1,4973
457,11,0,37,38,2,2,60,4,1,4838
458,11,0,7,39,1,1,48,3,2,10488
459,11,2,14,44,4,1,32,3,1,3936
460,11,0,20,27,5,1,37,4,0,6026
461,11,0,22,32,1,1,64,3,0,4655
462,11,2,2,28,1,1,43,1,2,10438
463,11,2,42,67,4,1,48,5,1,4074
464,11,0,24,42,2,1,28,5,1,4224
465,11,0,1,28,3,0,65,3,2,13325
466,11,0,17,48,2,2,69,4,1,4822
467,11,2,11,68,2,1,60,3,1,4741
468,11,0,34,35,3,0,58,4,1,9485
469,11,0,33,51,1,2,29,2,0,3163
470,11,0,10,32,1,1,40,3,0,5916
471,11,0,31,35,4,1,37,5,0,3544
472,11,0,0,30,3,0,57,3,0,11796
473,11,0,12,45,2,2,35,5,1,5313
474,11,0,32,40,2,2,36,3,2,6144
475,11,0,15,49,1,1,58,1,1,8382
476,11,0,6,64,3,2,33,5,1,6217
477,11,0,29,36,1,2,55,2,1,9109
478,11,0,5,58,3,1,69,2,0,8570
479,11,0,9,54,2,0,28,5,1,9181
480,11,0,23,56,3,1,28,5,0,6083
481,12,0,42,29,3,1,36,5,1,2243
482,12,0,3,39,5,0,57,5,2,3786
483,12,0,11,40,5,2,57,4,0,3198
484,12,2,33,61,1,2,53,5,1,2421
485,12,1,24,57,5,1,34,2,0,2245
486,12,0,14,27,3,0,45,3,1,3613
487,12,0,38,25,1,0,58,4,2,2716
488,12,2,31,58,2,1,49,1,1,2848
489,12,1,28,52,4,1,26,4,0,2573
490,12,1,12,66,4,1,33,5,1,3178
491,12,2,32,33,3,0,36,1,0,6494
492,12,1,30,59,5,0,38,2,0,2716
493,12,0,26,34,2,1,40,4,0,3465
494,12,2,20,50,2,2,58,5,1,2426
495,12,2,35,31,4,0,34,4,1,3286
496,12,2,27,48,2,1,43,2,2,3307
497,12,1,8,44,4,1,36,1,1,6916
498,12,1,13,50,2,0,29,1,2,3413
499,12,0,9,50,1,0,57,1,1,3294
500,12,2,22,56,4,0,69,3,2,2626
501,12,2,17,65,4,0,55,1,0,3678
502,12,0,16,32,3,2,38,4,2,2875
503,12,2,39,63,4,1,60,1,0,2307
504,12,2,40,64,2,2,52,2,2,2367
505,12,0,18,38,3,1,48,2,1,3560
506,12,0,7,30,5,2,32,4,1,3619
507,12,0,6,28,3,0,32,3,2,3881
508,12,2,41,69,2,0,60,3,0,2632
509,12,1,19,67,3,1,41,5,0,2773
510,12,0,0,43,3,0,51,2,0,11868
511,12,0,1,32,4,2,67,3,0,5890
512,12,1,2,46,5,1,31,2,2,3638
513,12,1,4,61,5,1,45,4,2,3626
514,12,0,36,34,2,1,67,5,0,3404
515,12,1,37,63,1,1,25,1,2,2553
516,12,0,43,34,3,1,42,4,1,2753
517,12,0,29,25,1,2,38,2,1,2330
518,12,0,5,28,4,2,33,5,0,3580
519,12,1,21,37,3,2,31,3,2,2792
520,12,1,23,70,4,1,30,4,2,2224
521,13,1,20,49,3,0,50,2,2,3656
522,13,0,13,27,2,2,58,1,0,10026
523,13,0,34,35,2,1,51,1,0,3486
524,13,1,42,62,5,0,46,1,0,3370
525,13,2,40,58,1,0,31,3,1,9825
526,13,1,7,46,5,0,56,3,0,6127
527,13,1,12,65,5,2,31,1,0,3470
528,13,1,3,68,2,0,39,3,1,9403
529,13,1,17,46,5,1,29,1,2,3061
530,13,0,23,39,1,2,45,2,0,5483
531,13,0,38,31,3,0,64,4,2,5940
532,13,0,36,28,2,2,70,2,2,4442
533,13,1,26,66,1,1,59,1,2,5264
534,13,0,25,33,1,1,62,3,1,3136
535,13,0,1,41,2,1,33,5,0,5970
536,13,1,11,65,2,0,62,1,2,7821
537,13,1,8,57,4,0,42,3,0,6227
538,13,0,21,36,1,0,25,3,2,11820
539,13,0,24,34,2,1,45,4,2,4101
540,13,1,0,61,4,2,38,1,1,16496
541,13,0,43,47,2,0,60,5,2,3447
542,13,0,5,34,3,2,35,5,1,6111
543,13,1,16,44,5,0,44,2,0,6895
544,13,2,22,70,1,1,69,1,1,6148
545,13,0,14,27,1,0,45,4,1,4968
546,13,2,2,26,3,1,58,3,1,7097
547,13,0,31,39,1,1,60,5,1,2910
548,13,2,27,36,5,2,61,3,0,12268
549,13,1,4,70,5,2,67,1,0,6377
550,13,2,10,32,4,0,59,5,2,9209
551,13,1,39,44,3,0,45,1,0,4357
552,13,1,28,60,2,2,52,1,1,5863
553,13,2,35,37,3,1,62,1,0,15670
554,13,0,29,55,1,0,35,4,0,10577
555,13,0,19,40,1,1,37,5,0,3603
556,13,1,6,27,4,2,33,1,1,4652
557,13,0,30,43,1,2,26,2,1,5103
558,13,1,15,62,5,0,31,5,1,10842
559,13,1,32,57,4,0,34,1,0,4325
560,13,1,37,70,5,0,43,5,1,8356
561,14,1,0,65,4,0,46,3,0,6813
562,14,0,31,63,3,2,61,3,1,2858
563,14,1,18,57,4,1,43,3,1,2865
564,14,1,20,62,5,0,62,4,2,2492
565,14,1,17,64,1,1,54,2,1,8689
566,14,0,24,58,1,1,52,2,0,2463
567,14,0,3,64,4,2,61,3,0,3446
568,14,1,6,64,2,2,46,1,2,5003
569,14,0,19,29,4,0,60,3,0,2628
570,14,0,14,27,1,2,49,3,2,3346
571,14,1,15,44,5,2,31,1,2,4562
572,14,0,4,31,2,1,55,2,2,12019
573,14,1,39,49,5,1,38,3,1,2686
574,14,1,28,36,3,0,50,3,1,2766
575,14,0,25,59,2,2,34,3,1,2323
576,14,0,5,33,5,2,53,5,0,3283
577,14,0,37,69,1,1,40,3,0,5109
578,14,0,23,32,3,1,62,4,1,2540
579,14,1,29,51,1,0,47,5,0,2988
580,14,0,30,48,4,1,64,5,1,3561
581,14,0,42,38,5,2,63,4,1,2316
582,14,1,7,60,5,1,28,3,1,3011
583,14,1,16,49,2,0,27,2,0,3066
584,14,1,22,56,2,0,26,1,1,2189
585,14,0,35,30,1,0,45,2,0,2943
586,14,1,36,37,4,0,36,5,2,2594
587,14,1,2,58,4,2,30,1,1,5365
588,14,0,9,37,1,0,26,4,0,3282
589,14,0,12,65,5,2,50,3,0,4298
590,14,1,26,65,4,1,26,1,1,2980
591,14,1,10,69,1,2,40,5,1,7474
592,14,0,40,36,1,2,42,5,1,2510
593,14,1,13,51,2,0,27,5,0,3206
594,14,0,43,43,4,2,66,4,1,2609
595,14,1,27,70,5,0,25,3,0,2470
596,14,1,1,49,4,0,37,3,0,3975
597,14,0,41,33,1,2,61,3,1,2315
598,14,1,34,62,1,1,36,4,2,2192
599,14,1,32,55,3,1,29,1,1,2483
600,14,0,8,48,5,2,58,1,0,3524
601,15,0,6,38,1,1,38,5,0,9365
602,15,0,4,67,4,1,45,5,2,12457
