,user_id,decision,decision_rank,left_1,left_2,left_3,right_1,right_2,right_3,delay
603,15,0,0,66,4,2,63,4,0,18914
604,15,2,24,35,1,1,36,1,1,8488
605,15,2,32,43,4,2,49,3,2,9058
606,15,1,13,62,2,2,56,1,0,10072
607,15,2,5,55,4,0,66,3,0,9826
608,15,1,27,48,4,2,34,2,1,8298
609,15,1,16,46,5,1,40,1,2,13715
610,15,2,41,57,3,1,31,4,2,14607
611,15,1,15,61,2,0,39,1,1,5893
612,15,0,11,30,2,2,50,5,2,7019
613,15,0,25,57,2,0,28,5,0,11265
614,15,2,31,41,4,0,42,2,0,9688
615,15,0,36,38,3,0,30,5,1,12196
616,15,2,38,46,4,2,45,3,0,9477
617,15,0,19,57,2,0,54,4,2,16970
618,15,0,3,33,1,0,55,5,0,8928
619,15,0,40,26,3,0,63,3,0,10925
620,15,0,2,40,3,1,64,2,0,10923
621,15,1,9,65,2,1,56,2,1,9207
622,15,1,10,68,2,1,39,2,1,8923
623,15,1,1,64,4,0,58,5,1,14951
624,15,1,37,62,5,0,61,3,2,10533
625,15,0,30,50,4,2,67,5,0,11195
626,15,0,7,34,1,1,49,1,2,10042
627,15,2,18,26,2,0,34,2,0,8458
628,15,0,33,43,4,1,68,4,1,9927
629,15,1,21,42,4,0,68,2,2,13940
630,15,1,43,49,5,0,62,1,0,7057
631,15,2,26,59,4,1,47,5,1,11021
632,15,1,14,70,5,0,51,3,2,9138
633,15,1,28,67,4,1,36,2,0,6957
634,15,0,29,51,1,1,70,2,2,9040
635,15,1,22,65,5,0,63,5,2,9421
636,15,2,12,41,4,2,43,3,2,8070
637,15,1,34,69,5,0,42,4,0,11826
638,15,0,39,32,1,2,69,1,0,9086
639,15,2,42,61,3,1,58,2,1,6992
640,15,2,17,42,1,1,44,4,2,15019
641,16,1,24,56,3,0,33,3,1,3606
642,16,0,29,37,1,1,37,5,0,9898
643,16,0,41,55,5,2,58,2,2,6158
644,16,1,9,33,3,0,31,3,2,4214
645,16,0,14,31,2,2,30,1,2,5700
646,16,1,17,55,5,0,25,3,2,7076
647,16,1,0,54,2,0,64,4,2,13999
648,16,0,38,47,4,2,51,1,2,5290
649,16,1,27,48,1,1,40,4,1,3525
650,16,0,4,27,4,0,56,4,1,10724
651,16,1,1,45,2,0,39,4,1,7335
652,16,2,40,38,4,2,32,4,2,14046
653,16,1,32,63,1,1,25,5,1,6382
654,16,1,28,54,1,2,33,2,1,7725
655,16,0,11,30,3,2,37,3,2,4668
656,16,0,34,45,5,0,61,5,0,8401
657,16,0,8,35,3,1,35,2,0,6985
658,16,0,6,37,5,2,31,4,2,9026
659,16,1,20,46,3,0,51,4,2,4486
660,16,1,25,46,1,1,27,5,1,4598
661,16,1,15,57,2,1,63,1,2,7962
662,16,1,36,64,3,1,47,4,2,4924
663,16,0,39,65,3,2,27,3,1,10670
664,16,0,10,28,3,1,61,3,2,3900
665,16,0,35,39,2,2,58,1,2,3345
666,16,0,5,65,4,2,70,3,2,7438
667,16,1,33,68,4,0,28,3,0,6008
668,16,1,23,40,3,1,30,4,1,7236
669,16,0,26,45,1,1,61,1,0,3756
670,16,0,7,46,4,1,46,3,0,5502
671,16,0,31,58,3,1,63,1,2,8020
672,16,0,16,41,1,2,49,5,0,4266
673,16,1,42,62,1,0,33,4,1,3540
674,16,0,3,58,4,0,67,1,0,10386
675,16,0,19,27,5,0,53,1,1,11844
676,16,0,13,47,1,2,62,5,0,4882
677,16,0,37,51,4,0,70,4,1,7285
678,16,1,18,45,5,0,29,5,2,7635
679,16,1,12,56,1,0,64,2,2,7492
680,16,1,21,50,2,0,68,2,2,6928
681,17,0,8,29,3,0,53,2,1,5146
682,17,1,7,44,5,0,26,2,2,2885
683,17,2,17,64,2,2,60,4,0,3671
684,17,2,11,33,5,1,38,1,0,4136
685,17,0,32,37,5,0,63,4,0,2803
686,17,1,31,41,4,0,56,4,1,4503
687,17,1,33,57,2,1,47,2,2,3626
688,17,1,6,64,1,1,32,3,1,3593
689,17,0,26,32,3,1,62,4,0,6589
690,17,1,18,55,4,0,44,3,2,3835
691,17,0,30,26,4,2,70,2,2,2961
692,17,2,41,42,5,0,69,2,2,4161
693,17,0,36,58,4,1,57,4,0,4149
694,17,1,43,68,3,1,56,3,2,3340
695,17,0,0,38,3,1,54,5,0,17418
696,17,2,38,69,3,2,57,3,2,4066
697,17,2,16,42,4,0,42,3,2,2478
698,17,1,12,27,2,0,30,2,1,3622
699,17,0,9,26,4,0,62,2,1,3538
700,17,2,15,57,1,2,52,1,2,3385
701,17,1,5,63,5,0,48,3,1,5320
702,17,1,3,53,1,0,28,4,2,4362
703,17,2,10,44,1,2,52,2,2,2979
704,17,2,24,62,1,0,62,2,0,3968
705,17,1,37,53,2,1,43,4,2,4435
706,17,1,28,66,1,1,25,3,2,3922
707,17,1,25,63,3,2,43,3,2,4359
708,17,1,1,49,4,1,25,4,2,4111
709,17,2,14,66,1,1,67,3,0,3194
710,17,0,39,50,5,2,32,2,1,3187
711,17,2,2,26,5,0,58,2,0,4723
712,17,0,29,30,1,2,48,2,1,3496
713,17,0,34,25,4,1,32,1,0,3992
714,17,1,20,60,5,1,35,4,2,2970
715,17,2,27,33,4,0,54,2,1,4864
716,17,0,22,29,4,1,69,5,1,3432
717,17,0,19,70,4,2,51,2,0,4160
718,17,2,35,34,4,2,41,4,2,4095
719,17,2,21,37,1,0,32,5,0,3743
720,17,1,40,41,2,0,31,1,2,3488
721,18,0,43,38,1,2,30,3,0,2344
722,18,0,1,38,3,1,64,5,2,5571
723,18,0,20,49,4,2,62,2,0,3648
724,18,0,27,32,1,1,69,5,1,3361
725,18,0,32,43,2,2,32,4,1,13123
726,18,0,22,25,2,2,31,4,1,2528
727,18,1,14,25,4,0,25,3,2,3032
728,18,2,36,43,1,0,52,1,0,2696
729,18,1,8,45,1,0,60,2,2,4993
730,18,0,42,66,2,2,67,3,0,2504
731,18,1,26,65,1,0,35,2,2,2567
732,18,0,9,28,1,1,67,4,2,4672
733,18,0,0,59,1,2,34,1,1,11079
734,18,0,31,69,2,2,32,4,1,2848
735,18,2,38,29,5,0,43,5,0,2240
736,18,0,19,51,3,1,49,2,0,3863
737,18,2,13,43,4,0,25,2,0,4864
738,18,1,24,67,1,0,50,3,2,3232
739,18,1,39,28,4,0,70,2,2,2056
740,18,1,10,63,5,2,33,1,1,2824
741,18,1,33,68,4,1,40,2,2,2040
742,18,0,15,51,3,2,57,5,2,3010
743,18,1,41,63,5,0,38,4,2,2640
744,18,1,3,45,5,1,37,3,1,6200
745,18,0,34,64,2,2,28,3,0,2000
746,18,2,35,29,4,2,53,4,2,3664
747,18,1,6,42,1,0,32,1,1,3544
748,18,0,29,55,1,1,30,5,1,4544
749,18,1,25,55,2,0,50,1,2,2393
750,18,1,21,52,4,0,58,4,1,2112
751,18,1,37,43,2,0,45,4,2,1952
752,18,0,12,62,1,1,64,2,1,4896
753,18,2,11,68,4,0,36,4,0,3568
754,18,1,4,58,3,0,49,4,1,5408
755,18,0,17,70,3,2,65,3,0,5552
756,18,0,7,44,3,1,52,5,2,4087
757,18,1,30,68,3,1,38,2,2,2536
758,18,1,5,34,1,1,28,2,2,6056
759,18,1,23,67,2,0,53,5,2,3392
760,18,1,18,36,4,2,55,2,2,3953
761,19,0,36,39,3,1,30,4,1,5672
762,19,0,3,67,3,2,68,4,1,9239
763,19,1,21,44,5,1,61,2,2,4568
764,19,1,7,26,5,0,67,1,2,8032
765,19,0,2,41,1,2,65,4,2,6545
766,19,1,22,54,5,0,45,1,2,5863
767,19,0,9,61,2,2,38,5,2,7976
768,19,0,38,27,2,2,31,4,0,13032
769,19,2,13,66,2,1,63,1,1,12424
770,19,1,17,47,1,0,37,4,1,9807
771,19,1,34,50,3,1,64,2,1,4088
772,19,1,12,47,3,0,51,2,2,5103
773,19,0,42,55,1,1,56,3,1,5048
774,19,1,30,41,5,1,67,5,2,3448
775,19,1,24,27,3,0,37,2,0,4136
776,19,1,8,50,1,0,47,1,0,20704
777,19,1,32,25,5,0,37,2,0,5568
778,19,1,26,33,5,1,65,1,0,5616
779,19,0,31,62,5,2,65,5,1,6511
780,19,1,40,53,5,1,58,4,2,4712
781,19,1,39,58,1,1,67,2,2,4601
782,19,1,27,56,1,0,36,2,2,4873
783,19,1,35,32,5,0,28,2,1,5553
784,19,1,11,70,1,0,67,1,2,4929
785,19,1,14,63,2,0,60,4,2,16208
786,19,1,33,35,4,0,54,4,1,4192
787,19,0,43,55,1,0,47,4,2,5055
788,19,0,15,32,4,1,27,3,0,33544
789,19,0,10,69,2,1,54,5,2,6336
790,19,0,1,37,3,2,28,5,0,5432
791,19,0,0,29,3,1,66,3,0,9870
792,19,1,37,45,5,1,39,1,2,3215
793,19,0,4,28,2,0,55,4,2,13000
794,19,0,5,36,1,2,46,5,2,8216
795,19,0,20,26,3,0,65,5,2,8096
796,19,1,23,27,5,0,59,3,2,3849
797,19,1,28,46,4,0,70,1,2,9367
798,19,1,16,26,5,1,50,2,0,6272
799,19,0,29,46,5,2,37,4,1,6329
800,19,0,18,25,2,0,25,4,1,17656
801,20,1,12,29,4,1,41,2,2,3140
802,20,0,33,58,2,1,46,5,1,4722
803,20,1,3,57,1,1,66,2,2,2906
804,20,0,21,41,1,1,34,2,0,3044
805,20,1,36,27,1,0,28,1,1,3730
806,20,1,10,68,2,2,27,1,2,5333
807,20,1,23,25,5,1,26,3,1,4928
808,20,1,31,47,1,0,51,2,1,2918
809,20,1,15,53,2,0,62,5,1,3182
810,20,0,29,45,3,2,50,1,1,2646
811,20,0,28,26,1,2,28,4,0,2690
812,20,1,37,35,3,1,29,3,2,3006
813,20,0,26,58,1,2,62,3,1,2736
814,20,1,1,47,2,1,49,1,2,3686
815,20,0,6,69,4,2,67,2,1,2485
816,20,1,27,42,3,0,70,3,1,2432
817,20,1,39,61,1,1,58,3,2,2348
818,20,1,13,66,1,1,69,4,2,2940
819,20,0,4,53,4,1,39,1,0,2705
820,20,0,7,32,1,1,28,5,0,2848
821,20,1,19,36,5,2,64,2,2,5282
822,20,0,30,46,2,2,45,4,0,2342
823,20,0,11,52,1,2,66,3,0,2962
824,20,1,43,52,2,1,66,5,2,2454
825,20,0,8,44,2,1,44,4,1,4773
826,20,1,42,45,1,1,61,4,2,2616
827,20,1,38,43,3,0,68,2,1,3986
828,20,1,18,39,1,0,64,2,1,2154
829,20,1,5,44,5,0,66,4,2,2761
830,20,0,34,38,2,1,41,4,0,2714
831,20,0,24,47,2,2,44,2,0,2793
832,20,1,0,29,1,0,62,4,2,16721
833,20,0,41,45,3,1,56,4,1,6148
834,20,1,17,32,2,0,50,5,1,3206
835,20,2,16,30,5,1,70,1,1,5562
836,20,1,2,32,2,1,31,1,1,4114
837,20,0,14,33,1,1,67,5,1,4260
838,20,0,25,57,1,2,68,5,2,4726
839,20,1,40,61,2,0,42,1,1,2266
840,20,1,22,67,5,0,28,1,2,2516
841,21,1,37,64,3,0,65,2,0,5412
842,21,0,12,38,2,0,41,3,0,3245
843,21,0,25,29,3,1,58,5,2,3094
844,21,0,39,26,5,2,61,3,0,6481
845,21,1,10,50,5,2,63,1,1,298446
846,21,0,43,40,4,0,69,5,0,3467
847,21,0,26,37,4,2,69,5,1,2965
848,21,0,30,39,5,2,56,4,2,3686
849,21,1,28,40,2,0,43,2,2,7915
850,21,1,34,30,5,2,45,1,0,2787
851,21,0,9,36,2,2,51,4,0,5435
852,21,1,21,63,3,0,62,1,0,2252
853,21,0,15,34,4,1,33,4,2,3339
854,21,0,18,35,3,1,64,3,1,2712
855,21,1,3,49,2,2,43,1,2,7391
856,21,1,20,52,5,2,28,3,1,2547
857,21,0,22,41,3,0,68,4,2,3597
858,21,1,31,53,4,1,51,2,1,4344
859,21,0,5,54,2,0,54,1,2,3750
860,21,0,2,54,5,1,70,5,0,10545
861,21,0,6,32,4,0,56,1,1,2890
862,21,1,7,28,4,2,57,4,1,2851
863,21,1,40,52,4,0,29,4,2,3417
864,21,0,24,54,2,1,39,4,1,2972
865,21,1,0,48,4,0,67,1,0,24136
866,21,1,8,40,2,2,25,5,1,2999
867,21,1,1,52,4,1,33,4,1,4930
868,21,0,33,52,2,0,26,5,1,6637
869,21,1,27,59,2,1,31,1,1,3765
870,21,0,38,56,3,1,54,2,2,3729
871,21,0,23,58,4,0,56,5,1,2913
872,21,0,11,34,1,1,30,4,1,3251
873,21,1,41,26,4,0,50,2,1,3625
874,21,0,29,49,3,1,34,5,1,4559
875,21,0,17,26,2,2,29,3,2,4673
876,21,0,16,32,1,1,55,5,1,3864
877,21,0,13,35,1,2,36,3,2,3929
878,21,0,42,28,3,0,70,2,2,5077
879,21,1,35,66,4,2,62,4,1,3241
880,21,1,14,53,2,2,41,1,2,4603
881,22,1,25,34,5,0,53,4,1,6300
882,22,0,31,61,5,1,60,5,0,4477
883,22,0,22,47,4,1,29,5,0,3367
884,22,1,29,62,5,0,45,1,0,4468
885,22,0,43,53,1,0,31,5,2,5214
886,22,1,17,68,4,2,44,1,1,83091
887,22,1,4,51,5,0,44,1,2,3340
888,22,0,42,44,3,2,45,2,1,3582
889,22,0,28,57,3,2,64,5,0,9635
890,22,0,26,43,2,2,66,3,0,8135
891,22,2,10,58,4,0,26,5,0,8235
892,22,0,34,63,2,1,68,5,1,6079
893,22,1,21,37,4,0,65,5,1,6302
894,22,0,32,27,2,2,63,1,0,5461
895,22,2,0,43,3,1,30,4,1,19444
896,22,0,24,42,3,0,64,2,0,6857
897,22,0,39,43,2,2,38,3,2,12087
898,22,1,8,58,2,1,46,2,1,5672
899,22,2,12,70,3,0,70,3,0,11841
900,22,1,37,36,5,1,41,2,2,4246
901,22,1,11,32,4,1,29,1,2,5654
902,22,1,3,50,4,1,31,5,2,5691
903,22,1,7,35,3,1,62,5,2,4906
904,22,0,16,51,1,2,66,4,2,6549
905,22,1,40,62,2,1,48,2,2,2981
906,22,0,38,29,1,2,52,3,1,5823
907,22,1,13,32,4,1,29,2,1,4655
908,22,0,5,37,1,2,41,5,1,4952
909,22,0,19,39,1,0,42,5,0,3967
910,22,1,14,32,5,0,43,4,1,3403
911,22,1,20,27,2,0,69,1,2,3513
912,22,0,6,35,2,2,30,5,2,8746
913,22,0,35,33,4,1,64,3,0,4006
914,22,2,1,60,2,2,45,4,2,7351
915,22,0,18,61,3,1,39,4,0,6263
916,22,1,41,39,1,0,53,3,2,3320
917,22,0,30,46,2,1,58,2,1,5855
918,22,0,2,52,1,1,47,1,0,9222
919,22,0,27,32,1,2,30,5,0,4538
920,22,1,33,45,5,2,40,2,0,13518
921,22,1,36,70,5,0,27,4,1,2526
922,23,0,23,33,2,0,37,5,0,3777
923,23,1,5,45,5,1,26,3,2,7614
924,23,2,43,53,1,2,53,3,1,5712
925,23,1,30,55,3,0,51,3,1,7667
926,23,2,25,41,4,2,32,3,2,5071
927,23,0,32,35,3,1,60,3,2,4090
928,23,1,17,36,4,0,59,1,0,8749
929,23,1,3,62,3,1,30,2,2,4901
930,23,1,33,66,1,0,32,4,2,4666
931,23,0,20,33,3,1,56,5,0,4587
932,23,2,31,30,3,0,30,1,0,7781
933,23,1,14,60,5,0,44,4,1,3609
934,23,1,2,27,5,0,48,5,1,13116
935,23,1,6,48,5,1,25,2,2,4117
936,23,1,11,68,4,2,33,3,1,6818
937,23,1,28,63,1,1,52,2,1,3804
938,23,2,38,64,1,0,69,1,0,6939
939,23,0,24,47,2,2,32,3,0,6537
940,23,1,0,58,1,1,45,2,2,11381
941,23,0,9,28,3,2,48,3,0,6176
942,23,1,34,39,4,1,29,2,1,5321
943,23,0,39,46,2,1,40,1,0,4555
944,23,1,12,45,4,2,36,3,2,4119
945,23,1,16,60,5,2,34,5,0,9635
946,23,1,36,67,1,0,55,2,2,4138
947,23,1,22,63,5,2,49,5,1,5836
948,23,1,19,48,4,0,36,3,2,4168
949,23,0,40,69,3,0,57,4,0,6322
950,23,0,29,34,2,2,64,1,2,4432
951,23,1,1,51,5,1,40,4,1,7277
952,23,1,18,38,2,0,69,2,0,7276
953,23,1,21,28,4,0,39,2,0,6035
954,23,2,35,35,1,0,62,2,1,7144
955,23,2,41,62,3,0,61,5,0,6291
956,23,1,7,58,4,0,31,1,2,6224
957,23,1,37,48,4,0,52,5,2,8655
958,23,0,8,57,3,1,50,2,0,7134
959,23,0,10,65,2,1,70,5,2,4577
960,23,0,13,42,2,1,67,2,0,4070
961,23,0,26,35,2,2,32,1,1,9450
962,24,1,29,62,5,0,54,1,2,4263
963,24,0,27,40,5,2,45,4,0,4590
964,24,1,31,48,5,2,41,1,2,3915
965,24,1,23,66,4,1,42,5,1,3498
966,24,1,32,33,4,2,26,2,2,3521
967,24,1,35,62,3,0,52,4,1,5130
968,24,1,33,69,5,1,61,2,1,4422
969,24,0,39,50,4,1,56,3,2,5894
970,24,0,2,53,2,0,61,2,2,9182
971,24,1,12,58,3,2,35,5,2,4882
972,24,1,41,54,3,2,28,5,2,4158
973,24,0,13,62,4,1,68,4,0,4782
974,24,1,17,66,1,2,45,4,1,4410
975,24,0,14,66,3,2,58,3,0,6187
976,24,0,30,63,3,1,66,4,2,6120
977,24,1,4,54,1,1,34,5,1,7546
978,24,0,34,30,5,2,66,1,1,3240
979,24,0,37,63,3,0,69,3,2,4759
980,24,1,16,41,4,0,28,5,2,4522
981,24,0,11,25,4,0,65,2,1,4050
982,24,1,36,56,4,2,47,4,0,3172
983,24,0,25,34,5,0,54,2,1,3870
984,24,1,8,53,3,1,27,3,0,3253
985,24,0,20,34,5,0,44,2,2,3555
986,24,1,21,64,1,0,68,3,1,9585
987,24,0,7,62,5,2,70,3,2,5748
988,24,0,10,36,5,1,44,3,2,5895
989,24,0,15,29,5,2,69,3,2,4129
990,24,0,0,30,1,2,65,3,2,11190
991,24,1,18,55,5,0,39,4,2,6705
992,24,1,1,52,5,2,34,4,0,8865
993,24,0,24,31,1,1,57,2,2,3983
994,24,0,38,25,5,0,70,3,1,12297
995,24,0,19,42,2,2,62,4,0,3028
996,24,0,5,40,5,2,56,2,0,9180
997,24,0,9,29,4,0,47,5,1,4126
998,24,0,26,31,3,1,46,2,0,2936
999,24,1,43,59,5,0,54,1,2,4511
1000,24,0,3,57,3,1,54,4,0,8269
1001,24,0,40,32,1,2,61,5,0,6328
1002,25,0,40,30,3,2,69,4,2,2661
1003,25,0,10,40,2,1,53,4,2,2965
1004,25,2,5,58,4,2,39,2,1,3576
1005,25,1,29,61,5,0,44,2,0,2862
1006,25,2,43,35,1,1,42,5,0,2265
1007,25,2,31,34,4,1,54,2,1,4346
1008,25,0,12,33,2,2,48,5,1,5640
1009,25,2,4,60,1,2,56,1,2,6077
1010,25,0,3,33,1,0,66,3,1,4749
1011,25,2,41,57,3,1,37,4,0,4133
1012,25,1,25,70,1,0,59,1,1,4229
1013,25,2,7,49,4,1,39,4,0,4075
1014,25,2,27,48,1,2,31,1,0,3775
1015,25,1,18,65,5,2,35,3,0,2914
1016,25,2,9,51,2,0,51,3,2,3668
1017,25,2,32,65,1,2,52,5,2,2824
1018,25,2,30,51,3,1,34,2,0,6282
1019,25,2,20,52,4,2,54,2,0,4052
1020,25,0,23,29,2,0,59,5,1,5009
1021,25,0,19,40,2,0,65,2,0,2820
1022,25,1,13,47,3,2,36,1,1,6886
1023,25,2,39,57,4,1,56,3,1,2982
1024,25,1,38,61,4,1,49,5,2,3526
1025,25,2,26,52,3,2,54,1,2,3256
1026,25,0,34,31,2,2,38,5,1,2960
1027,25,2,11,57,3,0,66,3,2,3476
1028,25,2,35,38,4,2,30,3,0,3220
1029,25,0,21,25,4,2,70,5,1,4782
1030,25,0,15,44,2,1,59,5,2,2627
1031,25,2,14,39,4,1,43,4,1,3059
1032,25,1,16,46,3,1,35,2,2,2822
1033,25,2,2,39,2,0,57,1,1,4383
1034,25,0,1,56,2,1,68,4,2,6110
1035,25,0,28,25,3,1,66,4,2,3160
1036,25,1,17,64,5,1,41,1,1,2860
1037,25,2,8,34,3,1,63,1,0,3017
1038,25,2,24,51,1,0,68,2,1,2342
1039,25,2,37,26,4,1,38,4,2,4478
1040,25,2,0,29,5,2,44,3,2,8027
1041,25,2,36,41,1,1,35,2,1,2538
1042,26,0,43,67,2,2,60,3,1,2671
1043,26,1,7,34,2,0,39,1,1,4812
1044,26,1,19,28,2,0,27,3,2,3226
1045,26,1,18,64,1,0,53,4,1,5062
1046,26,1,40,30,3,1,41,3,1,3088
1047,26,1,39,53,3,0,52,2,2,2313
1048,26,0,37,42,5,2,38,4,1,2568
1049,26,1,27,31,1,0,50,4,0,2924
1050,26,1,15,64,2,1,52,3,2,4348
1051,26,0,5,47,4,1,34,4,0,5788
1052,26,0,4,56,5,2,36,2,1,4953
1053,26,0,9,60,4,0,34,4,0,3457
1054,26,0,33,36,3,1,42,3,0,4288
1055,26,0,21,68,4,2,35,3,0,2400
1056,26,1,11,56,2,1,42,3,2,4148
1057,26,1,24,50,5,0,65,2,1,2368
1058,26,1,10,55,5,1,47,1,2,15192
1059,26,0,32,44,2,2,69,2,0,4248
1060,26,1,3,34,3,0,50,2,1,15621
1061,26,1,8,29,5,2,62,2,0,9622
1062,26,0,26,57,5,2,31,1,2,3451
1063,26,1,20,58,1,1,70,2,2,2692
1064,26,1,16,37,5,1,66,3,1,2918
1065,26,1,42,33,1,0,39,5,2,2365
1066,26,0,36,54,5,2,35,2,0,2284
1067,26,1,34,35,4,1,55,2,0,2940
1068,26,0,30,66,1,2,35,3,2,3591
1069,26,0,0,68,3,2,30,3,0,27694
1070,26,1,31,60,2,0,66,3,2,2848
1071,26,1,25,31,1,1,67,2,0,2654
1072,26,1,13,26,4,1,54,1,0,2923
1073,26,1,41,55,2,0,59,1,2,2857
1074,26,1,1,48,4,0,63,1,2,11718
1075,26,1,12,33,5,0,53,3,0,5891
1076,26,1,17,39,1,2,42,3,2,3892
1077,26,1,35,53,1,0,54,5,1,4178
1078,26,0,6,51,4,0,54,2,0,9445
1079,26,0,22,60,4,0,32,2,1,4418
1080,26,0,29,66,5,0,39,1,2,7513
1081,26,1,23,33,1,0,45,2,0,2700
1082,27,0,39,55,1,1,44,4,0,2641
1083,27,0,29,32,4,2,55,4,1,5989
1084,27,0,24,60,3,1,36,5,0,3077
1085,27,0,42,62,1,2,60,5,2,3659
1086,27,1,21,50,2,0,35,2,2,4007
1087,27,0,15,46,3,2,70,4,2,53819
1088,27,1,18,57,3,2,27,2,2,4748
1089,27,2,2,62,3,1,55,2,1,4848
1090,27,1,27,58,5,0,57,5,2,2511
1091,27,1,10,45,4,0,34,5,1,5437
1092,27,0,14,43,5,2,52,3,0,6154
1093,27,0,7,53,3,0,31,5,0,5312
1094,27,0,32,58,4,2,69,5,0,5006
1095,27,1,17,67,2,0,55,3,2,4649
1096,27,1,13,39,5,0,59,2,0,6090
1097,27,0,11,30,4,1,52,2,0,5109
1098,27,1,33,57,1,0,66,3,1,3361
1099,27,0,8,47,5,2,65,4,1,5094
1100,27,0,9,27,1,0,64,3,0,3594
1101,27,1,28,61,1,0,27,3,0,5968
1102,27,1,38,56,4,0,37,2,2,3035
1103,27,0,41,30,1,0,53,5,0,6061
1104,27,0,0,60,1,1,30,2,0,7789
1105,27,0,37,56,2,1,28,1,0,4486
1106,27,0,26,44,3,2,38,5,1,5296
1107,27,0,16,48,3,2,42,4,1,4689
1108,27,0,23,45,1,1,68,1,0,2827
1109,27,0,40,52,3,0,59,5,0,4311
1110,27,0,20,33,5,2,53,2,0,28681
1111,27,0,35,43,5,1,43,5,0,2707
1112,27,0,19,70,1,2,33,5,0,4392
1113,27,0,36,56,4,1,56,5,0,2173
1114,27,2,34,63,5,1,52,4,1,3863
1115,27,0,25,56,2,2,48,1,1,3354
1116,27,1,1,57,3,0,44,1,0,5516
1117,27,0,30,37,3,2,68,2,0,2371
1118,27,1,5,25,5,0,38,1,2,4955
1119,27,2,3,28,2,1,45,2,1,6083
1120,27,2,6,39,4,1,53,5,1,5168
1121,27,0,22,38,5,2,30,1,0,2908
1122,28,0,25,36,1,1,58,3,1,2486
1123,28,0,6,62,5,0,59,1,2,1195
1124,28,0,23,39,3,0,37,3,2,678
1125,28,0,14,39,2,2,61,3,1,787
1126,28,0,4,55,3,2,45,3,0,1270
1127,28,0,10,60,5,0,58,1,1,794
1128,28,0,19,48,1,2,49,3,2,717
1129,28,1,27,26,4,0,33,3,1,688
1130,28,0,3,37,4,2,66,5,2,3858
1131,28,1,34,64,5,0,28,3,2,2437
1132,28,1,28,68,2,1,51,5,0,2107
1133,28,0,16,63,4,1,35,2,0,1920
1134,28,1,32,66,2,0,45,5,1,790
1135,28,1,30,62,5,1,42,2,2,777
1136,28,0,1,58,2,1,50,5,1,2442
1137,28,0,21,55,2,0,61,2,2,653
1138,28,1,36,43,1,2,54,2,0,800
1139,28,0,0,53,1,2,54,1,0,5954
1140,28,0,18,66,2,2,55,2,0,763
1141,28,0,15,34,1,2,61,5,0,781
1142,28,1,37,36,4,2,54,3,2,764
1143,28,0,17,53,3,2,59,4,2,698
1144,28,1,41,42,5,1,55,1,2,835
1145,28,1,31,39,2,0,54,1,0,790
1146,28,1,40,65,2,1,52,5,1,767
1147,28,0,11,37,5,2,52,3,1,801
1148,28,1,35,69,5,0,65,4,1,733
1149,28,1,38,59,5,2,29,4,2,2061
1150,28,1,33,30,1,2,39,4,0,888
1151,28,0,42,59,2,1,39,1,2,1572
1152,28,0,8,51,1,2,47,2,0,896
1153,28,0,7,42,5,1,60,5,2,1012
1154,28,0,24,35,2,1,33,1,0,2138
1155,28,0,43,60,2,0,39,1,2,1481
1156,28,0,13,49,1,1,52,4,2,800
1157,28,1,2,36,1,0,66,2,2,3237
1158,28,0,22,36,4,1,68,5,0,781
1159,28,0,9,43,4,2,48,4,0,851
1160,28,1,29,47,1,2,70,1,0,812
1161,28,0,12,29,1,0,57,5,0,784
1162,29,1,10,67,2,2,39,5,1,4589
1163,29,1,14,38,2,0,29,3,1,4106
1164,29,0,42,45,1,1,48,2,0,2659
1165,29,1,18,57,2,2,37,3,1,2316
1166,29,0,35,46,4,2,64,3,0,2345
1167,29,0,12,42,5,1,68,3,1,6416
1168,29,1,29,60,2,1,28,2,0,1584
1169,29,1,24,32,2,2,32,3,1,2415
1170,29,1,34,44,5,1,33,4,0,2918
1171,29,0,41,43,3,0,41,5,1,2127
1172,29,0,3,44,1,1,27,3,2,2845
1173,29,1,6,70,2,0,31,1,1,3857
1174,29,0,33,35,5,2,63,4,0,3776
1175,29,1,9,39,5,2,59,1,2,3396
1176,29,0,13,35,3,1,57,1,2,3848
1177,29,0,27,25,3,2,66,1,2,1946
1178,29,0,32,63,2,0,70,4,2,2385
1179,29,0,28,29,4,1,53,4,1,1429
1180,29,1,40,54,3,1,38,2,2,2584
1181,29,1,15,33,4,1,45,1,0,2595
1182,29,1,26,67,1,0,42,1,2,3016
1183,29,0,31,47,2,1,68,3,2,1966
1184,29,0,4,55,1,2,32,2,0,2455
1185,29,1,2,54,3,0,62,3,0,2082
1186,29,1,38,62,2,2,41,1,1,1853
1187,29,1,19,66,3,0,66,1,1,2869
1188,29,1,7,54,1,1,26,5,1,2316
1189,29,0,16,25,1,2,50,1,0,2399
1190,29,0,11,30,1,0,41,1,1,1696
1191,29,0,20,43,5,1,37,5,0,3925
1192,29,0,39,34,5,2,56,4,1,1990
1193,29,1,0,25,5,0,63,2,1,5690
1194,29,0,5,50,4,2,35,4,1,1751
1195,29,1,30,59,4,0,41,4,1,2539
1196,29,1,1,36,5,0,43,4,1,2213
1197,29,1,43,62,1,0,46,4,0,2825
1198,29,0,23,38,2,2,70,1,1,1728
1199,29,1,22,69,3,0,57,5,0,3282
1200,29,0,17,33,4,2,57,2,0,3213
1201,29,1,36,58,2,1,49,2,0,2971
